XP_034330198.1	-	1407	Chitin_synth_2	PF03142.18	527	1.5e-31	119.6	2.0	1	2	5e-32	3e-28	108.7	0.2	160	465	670	969	660	993	0.75	chitin synthase isoform X1 [Crassostrea gigas]
XP_022324975.1	-	665	Chitin_synth_2	PF03142.18	527	1.6e-31	119.5	5.9	1	2	3.9e-31	2.3e-27	105.7	0.1	32	452	39	445	15	450	0.67	chitin synthase 1-like isoform X2 [Crassostrea virginica]
XP_033830810.1	-	433	Chitin_synth_2	PF03142.18	527	1.9e-31	119.2	3.6	1	2	3.6e-30	2.2e-26	102.5	0.0	202	444	64	296	18	317	0.79	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Periophthalmus magnuspinnatus]
XP_050925196.1	-	809	Chitin_synth_2	PF03142.18	527	2e-31	119.1	5.9	1	2	9.8e-30	5.9e-26	101.1	0.0	201	444	175	408	77	414	0.83	chitin synthase chs-2-like [Lates calcarifer]
XP_050552797.1	-	1511	Chitin_synth_2	PF03142.18	527	2.3e-31	119.0	9.0	1	2	1.2e-30	7.3e-27	104.1	0.7	204	444	724	952	687	966	0.87	chitin synthase chs-2-like isoform X2 [Spodoptera frugiperda]
XP_050552796.1	-	1524	Chitin_synth_2	PF03142.18	527	2.3e-31	118.9	9.0	1	2	1.2e-30	7.4e-27	104.1	0.7	204	444	724	952	687	966	0.87	chitin synthase chs-2-like isoform X1 [Spodoptera frugiperda]
XP_022324974.1	-	716	Chitin_synth_2	PF03142.18	527	2.4e-31	118.9	6.0	1	2	4.7e-31	2.8e-27	105.4	0.1	32	452	90	496	66	501	0.67	chitin synthase 1-like isoform X1 [Crassostrea virginica]
XP_047238763.1	-	1269	Chitin_synth_2	PF03142.18	527	2.9e-31	118.6	13.1	1	2	5.2e-32	3.1e-28	108.6	0.0	159	444	583	866	538	872	0.81	chitin synthase chs-2-like [Girardinichthys multiradiatus]
XP_023200185.1	-	821	Chitin_synth_2	PF03142.18	527	2.9e-31	118.6	8.0	1	2	9.1e-31	5.4e-27	104.5	0.0	189	444	177	421	101	425	0.80	uncharacterized protein LOC102222640 [Xiphophorus maculatus]
XP_050923111.1	-	1235	Chitin_synth_2	PF03142.18	527	3.5e-31	118.3	5.3	1	2	2.3e-29	1.4e-25	99.9	0.0	202	444	655	887	610	899	0.83	chitin synthase chs-2-like isoform X2 [Lates calcarifer]
XP_027142389.1	-	1168	Chitin_synth_2	PF03142.18	527	5.3e-31	117.7	3.4	1	2	4.6e-31	2.7e-27	105.5	0.0	202	438	528	752	483	780	0.84	chitin synthase [Larimichthys crocea]
XP_049868807.1	-	1525	Chitin_synth_2	PF03142.18	527	5.7e-31	117.6	9.4	1	2	8.1e-28	4.9e-24	94.8	5.4	203	451	718	954	676	985	0.79	chitin synthase chs-2-like [Pectinophora gossypiella]
XP_032437311.1	-	1287	Chitin_synth_2	PF03142.18	527	8.2e-31	117.1	5.8	1	2	3.9e-29	2.4e-25	99.1	0.0	158	444	612	889	567	896	0.77	chitin synthase chs-2-like [Xiphophorus hellerii]
XP_041064420.1	-	1218	Chitin_synth_2	PF03142.18	527	8.4e-31	117.1	0.9	1	2	2.7e-28	1.6e-24	96.3	0.0	158	424	612	867	603	895	0.82	chitin synthase chs-2-like isoform X2 [Carcharodon carcharias]
XP_041064410.1	-	1231	Chitin_synth_2	PF03142.18	527	8.5e-31	117.1	0.9	1	2	2.8e-28	1.7e-24	96.3	0.0	158	424	612	867	603	895	0.82	chitin synthase chs-2-like isoform X1 [Carcharodon carcharias]
XP_041064429.1	-	1173	Chitin_synth_2	PF03142.18	527	8.5e-31	117.1	1.0	1	2	2.3e-28	1.4e-24	96.6	0.0	158	425	554	810	544	846	0.83	chitin synthase chs-2-like isoform X3 [Carcharodon carcharias]
XP_052253533.1	-	1055	Chitin_synth_2	PF03142.18	527	1.2e-30	116.6	6.7	1	2	7.4e-29	4.4e-25	98.2	0.2	200	438	109	335	95	347	0.83	chitin synthase chs-2-like [Dreissena polymorpha]
XP_030268284.1	-	1283	Chitin_synth_2	PF03142.18	527	1.3e-30	116.5	6.8	1	2	1.1e-28	6.3e-25	97.7	0.0	202	445	653	886	566	905	0.82	chitin synthase chs-2-like [Sparus aurata]
XP_048456933.1	-	1191	Chitin_synth_2	PF03142.18	527	1.3e-30	116.4	2.7	1	2	8.6e-28	5.2e-24	94.7	0.0	159	426	498	754	489	777	0.85	chitin synthase chs-2-like [Rhincodon typus]
XP_041811237.1	-	1282	Chitin_synth_2	PF03142.18	527	1.4e-30	116.4	4.7	1	2	7e-29	4.2e-25	98.3	0.0	203	444	653	884	641	890	0.84	chitin synthase chs-2-like [Chelmon rostratus]
XP_034400735.1	-	675	Chitin_synth_2	PF03142.18	527	1.4e-30	116.3	2.4	1	2	6.9e-29	4.1e-25	98.3	0.0	203	450	39	276	30	297	0.80	chitin synthase chs-2-like isoform X2 [Cyclopterus lumpus]
XP_034400734.1	-	821	Chitin_synth_2	PF03142.18	527	1.6e-30	116.1	2.4	1	2	4.9e-29	3e-25	98.8	0.0	198	457	180	429	145	445	0.82	chitin synthase chs-2-like isoform X1 [Cyclopterus lumpus]
XP_037908007.1	-	1482	Chitin_synth_2	PF03142.18	527	1.7e-30	116.1	3.2	1	2	1.9e-29	1.1e-25	100.2	0.1	203	426	708	919	660	956	0.78	chitin synthase chs-2 [Hermetia illucens]
XP_050857447.1	-	1559	Chitin_synth_2	PF03142.18	527	1.7e-30	116.1	6.9	1	2	1.2e-26	7e-23	91.0	0.5	203	441	735	966	685	981	0.75	chitin synthase chs-2 isoform X3 [Vespula vulgaris]
XP_043674157.1	-	1559	Chitin_synth_2	PF03142.18	527	1.7e-30	116.1	6.9	1	2	1.2e-26	7e-23	91.0	0.5	203	441	735	966	685	981	0.75	chitin synthase chs-2 isoform X4 [Vespula pensylvanica]
XP_043674167.1	-	1568	Chitin_synth_2	PF03142.18	527	1.7e-30	116.1	6.9	1	2	1.2e-26	7.1e-23	90.9	0.5	203	441	744	975	694	990	0.75	chitin synthase chs-2 isoform X5 [Vespula pensylvanica]
XP_050857426.1	-	1568	Chitin_synth_2	PF03142.18	527	1.7e-30	116.1	6.9	1	2	1.2e-26	7.1e-23	90.9	0.5	203	441	744	975	694	990	0.75	chitin synthase chs-2 isoform X1 [Vespula vulgaris]
XP_043674130.1	-	1568	Chitin_synth_2	PF03142.18	527	1.7e-30	116.1	6.9	1	2	1.2e-26	7.1e-23	90.9	0.5	203	441	744	975	694	990	0.75	chitin synthase chs-2 isoform X1 [Vespula pensylvanica]
XP_052693832.1	-	1251	Chitin_synth_2	PF03142.18	527	1.7e-30	116.0	6.1	1	2	1.8e-28	1e-24	97.0	0.0	157	434	547	812	539	826	0.81	chitin synthase chs-2-like isoform X3 [Crassostrea angulata]
XP_026156980.1	-	1289	Chitin_synth_2	PF03142.18	527	1.9e-30	115.9	8.6	1	2	2.8e-30	1.7e-26	102.9	0.0	202	444	655	887	555	893	0.86	chitin synthase chs-2-like [Mastacembelus armatus]
XP_035476930.2	-	1293	Chitin_synth_2	PF03142.18	527	2e-30	115.8	3.5	1	2	1.1e-27	6.3e-24	94.4	0.0	202	428	654	868	566	896	0.84	chitin synthase chs-1-like [Scophthalmus maximus]
XP_023201081.1	-	1084	Chitin_synth_2	PF03142.18	527	2.1e-30	115.8	7.9	1	2	3.1e-29	1.9e-25	99.5	0.0	158	444	476	753	422	759	0.79	uncharacterized protein LOC102222895 [Xiphophorus maculatus]
XP_052693831.1	-	1315	Chitin_synth_2	PF03142.18	527	2.1e-30	115.8	6.1	1	2	4.3e-29	2.6e-25	99.0	0.5	157	459	639	926	631	941	0.78	chitin synthase chs-2-like isoform X2 [Crassostrea angulata]
XP_021184028.2	-	1528	Chitin_synth_2	PF03142.18	527	2.3e-30	115.6	9.4	1	2	1.5e-28	8.9e-25	97.2	0.7	203	442	723	950	681	967	0.83	chitin synthase chs-2-like [Helicoverpa armigera]
XP_047042373.1	-	1528	Chitin_synth_2	PF03142.18	527	2.3e-30	115.6	9.4	1	2	1.5e-28	8.9e-25	97.2	0.7	203	442	723	950	681	967	0.83	chitin synthase chs-2-like [Helicoverpa zea]
XP_052693830.1	-	1343	Chitin_synth_2	PF03142.18	527	2.4e-30	115.6	6.2	1	2	4.5e-29	2.7e-25	98.9	0.5	157	459	639	926	631	941	0.78	chitin synthase chs-2-like isoform X1 [Crassostrea angulata]
XP_034321523.1	-	1292	Chitin_synth_2	PF03142.18	527	2.4e-30	115.6	6.3	1	2	4.2e-28	2.5e-24	95.7	0.0	157	426	598	854	590	875	0.82	chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_045520254.1	-	1521	Chitin_synth_2	PF03142.18	527	2.6e-30	115.5	8.6	1	2	1.3e-30	8e-27	104.0	2.4	203	464	721	967	678	980	0.80	chitin synthase chs-2-like [Pieris brassicae]
XP_034321522.1	-	1333	Chitin_synth_2	PF03142.18	527	2.6e-30	115.5	6.3	1	2	4.5e-28	2.7e-24	95.6	0.0	157	426	639	895	631	916	0.82	chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_052867895.1	-	1594	Chitin_synth_2	PF03142.18	527	2.7e-30	115.4	5.6	1	2	6.7e-30	4e-26	101.7	0.0	203	422	722	929	678	941	0.83	chitin synthase chs-2-like [Anopheles cruzii]
XP_028298669.1	-	1276	Chitin_synth_2	PF03142.18	527	2.7e-30	115.4	11.3	1	2	7.2e-28	4.3e-24	94.9	0.0	201	444	654	887	555	892	0.76	chitin synthase chs-2-like [Gouania willdenowi]
XP_022124521.2	-	1521	Chitin_synth_2	PF03142.18	527	2.8e-30	115.4	8.5	1	2	1.1e-30	6.7e-27	104.2	1.9	203	463	721	966	677	979	0.80	chitin synthase chs-2 [Pieris rapae]
XP_046812998.1	-	1350	Chitin_synth_2	PF03142.18	527	2.8e-30	115.4	8.5	1	2	9.8e-27	5.8e-23	91.2	0.4	203	441	744	975	694	988	0.75	chitin synthase chs-2 isoform X5 [Vespa crabro]
XP_045093430.1	-	1731	Chitin_synth_2	PF03142.18	527	3.1e-30	115.2	3.5	1	2	2.1e-30	1.3e-26	103.3	0.8	204	449	884	1125	861	1140	0.82	Protein CBR-CHS-2 [Caenorhabditis briggsae]
XP_053385980.1	-	911	Chitin_synth_2	PF03142.18	527	3.3e-30	115.1	10.4	1	2	2.9e-31	1.7e-27	106.2	0.6	154	382	192	402	184	471	0.88	chitin synthase chs-2-like isoform X2 [Mercenaria mercenaria]
XP_034304244.1	-	1419	Chitin_synth_2	PF03142.18	527	3.4e-30	115.1	1.5	1	1	1.6e-33	9.5e-30	113.6	1.5	153	452	803	1091	756	1118	0.78	uncharacterized protein LOC105344892 [Crassostrea gigas]
XP_047357200.1	-	1569	Chitin_synth_2	PF03142.18	527	3.5e-30	115.0	8.4	1	2	2.4e-26	1.4e-22	89.9	0.1	203	420	744	949	694	975	0.75	chitin synthase chs-2 isoform X10 [Vespa velutina]
XP_047357153.1	-	1569	Chitin_synth_2	PF03142.18	527	3.6e-30	115.0	8.4	1	2	2.4e-26	1.4e-22	89.9	0.1	203	420	744	949	694	975	0.75	chitin synthase chs-2 isoform X5 [Vespa velutina]
XP_044028431.1	-	1281	Chitin_synth_2	PF03142.18	527	3.7e-30	115.0	3.8	1	2	6.5e-28	3.9e-24	95.1	0.0	156	443	608	881	555	906	0.74	chitin synthase chs-1-like [Siniperca chuatsi]
XP_046812997.1	-	1560	Chitin_synth_2	PF03142.18	527	3.9e-30	114.9	8.3	1	2	1.9e-26	1.1e-22	90.3	0.1	203	440	735	965	685	967	0.75	chitin synthase chs-2 isoform X4 [Vespa crabro]
XP_046812999.1	-	1569	Chitin_synth_2	PF03142.18	527	3.9e-30	114.9	8.3	1	2	1.9e-26	1.1e-22	90.2	0.1	203	440	744	974	694	976	0.75	chitin synthase chs-2 isoform X6 [Vespa crabro]
XP_046812994.1	-	1569	Chitin_synth_2	PF03142.18	527	4e-30	114.9	8.3	1	2	1.9e-26	1.1e-22	90.2	0.1	203	440	744	974	694	976	0.75	chitin synthase chs-2 isoform X1 [Vespa crabro]
XP_037651888.1	-	1289	Chitin_synth_2	PF03142.18	527	4.1e-30	114.8	2.4	1	2	8.2e-28	4.9e-24	94.8	0.0	201	452	656	894	611	909	0.83	chitin synthase chs-2-like [Sebastes umbrosus]
XP_028975709.2	-	778	Chitin_synth_2	PF03142.18	527	4.2e-30	114.8	7.1	1	2	7e-30	4.2e-26	101.6	0.0	189	431	328	557	286	576	0.80	chitin synthase chs-2-like [Esox lucius]
XP_053385979.1	-	928	Chitin_synth_2	PF03142.18	527	4.2e-30	114.8	10.6	1	2	2.8e-31	1.7e-27	106.2	0.0	154	382	209	419	202	426	0.91	chitin synthase chs-2-like isoform X1 [Mercenaria mercenaria]
XP_047357122.1	-	1628	Chitin_synth_2	PF03142.18	527	4.2e-30	114.8	8.5	1	2	2.5e-26	1.5e-22	89.9	0.1	203	420	744	949	694	975	0.75	chitin synthase chs-2 isoform X2 [Vespa velutina]
XP_028453063.1	-	671	Chitin_synth_2	PF03142.18	527	4.4e-30	114.7	5.2	1	2	1.1e-28	6.3e-25	97.7	0.0	203	444	54	285	25	301	0.83	chitin synthase-like [Perca flavescens]
XP_052692205.1	-	1123	Chitin_synth_2	PF03142.18	527	4.6e-30	114.7	9.6	1	2	2.9e-29	1.8e-25	99.5	0.6	157	456	520	805	511	809	0.74	chitin synthase chs-2-like [Crassostrea angulata]
XP_028317677.1	-	1332	Chitin_synth_2	PF03142.18	527	4.9e-30	114.6	11.9	1	2	8.4e-28	5e-24	94.7	0.0	201	444	654	887	554	892	0.77	chitin synthase chs-2-like [Gouania willdenowi]
XP_045915051.1	-	902	Chitin_synth_2	PF03142.18	527	5.1e-30	114.5	4.4	1	2	5.3e-28	3.1e-24	95.4	0.0	202	445	276	507	260	530	0.83	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Micropterus dolomieu]
XP_053401611.1	-	1152	Chitin_synth_2	PF03142.18	527	5.2e-30	114.5	6.0	1	2	1.3e-29	7.6e-26	100.7	1.6	198	474	667	928	664	948	0.84	chitin synthase chs-2-like isoform X3 [Mercenaria mercenaria]
XP_037297644.1	-	1525	Chitin_synth_2	PF03142.18	527	5.3e-30	114.4	8.9	1	2	7e-29	4.2e-25	98.3	0.8	203	452	720	954	680	973	0.81	LOW QUALITY PROTEIN: chitin synthase chs-2 [Manduca sexta]
XP_047238761.1	-	1476	Chitin_synth_2	PF03142.18	527	5.3e-30	114.4	30.8	2	3	3.7e-31	2.2e-27	105.8	0.0	159	444	788	1071	748	1077	0.81	uncharacterized protein LOC124878713 [Girardinichthys multiradiatus]
XP_039977871.1	-	1296	Chitin_synth_2	PF03142.18	527	5.5e-30	114.4	2.5	1	2	1.9e-28	1.2e-24	96.8	0.0	203	444	675	906	663	931	0.81	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Xiphias gladius]
XP_050923110.1	-	1265	Chitin_synth_2	PF03142.18	527	5.5e-30	114.4	8.1	1	2	3e-29	1.8e-25	99.5	0.0	203	444	656	887	645	896	0.83	chitin synthase chs-2-like isoform X1 [Lates calcarifer]
XP_034828829.1	-	1536	Chitin_synth_2	PF03142.18	527	5.8e-30	114.3	10.6	1	2	7.7e-29	4.6e-25	98.2	3.4	203	463	725	972	683	985	0.78	chitin synthase chs-2-like [Maniola hyperantus]
XP_034828835.1	-	1536	Chitin_synth_2	PF03142.18	527	5.8e-30	114.3	10.6	1	2	7.7e-29	4.6e-25	98.2	3.4	203	463	725	972	683	985	0.78	chitin synthase chs-2-like [Maniola hyperantus]
XP_037866580.1	-	1529	Chitin_synth_2	PF03142.18	527	5.9e-30	114.3	8.4	1	2	1.3e-28	7.7e-25	97.4	3.0	203	468	724	976	681	986	0.77	chitin synthase chs-2 [Bombyx mori]
XP_037866581.1	-	1529	Chitin_synth_2	PF03142.18	527	5.9e-30	114.3	8.4	1	2	1.3e-28	7.7e-25	97.4	3.0	203	468	724	976	681	986	0.77	chitin synthase chs-2 [Bombyx mori]
XP_045915050.1	-	1360	Chitin_synth_2	PF03142.18	527	6e-30	114.3	5.6	1	2	8.6e-28	5.2e-24	94.7	0.0	202	438	739	963	721	980	0.84	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Micropterus dolomieu]
XP_053385353.1	-	898	Chitin_synth_2	PF03142.18	527	6.3e-30	114.2	2.0	1	2	3.1e-26	1.8e-22	89.6	0.0	183	428	165	398	153	424	0.77	chitin synthase chs-2-like isoform X2 [Mercenaria mercenaria]
