#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
XP_022288341.1       -          Chitin_synth_2       PF03142.18     3e-32  121.2   3.8   3.4e-29  111.2   1.0   2.4   1   1   1   2   2   2   1 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288343.1       -          Chitin_synth_2       PF03142.18     3e-32  121.2   3.8   3.4e-29  111.2   1.0   2.4   1   1   1   2   2   2   1 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288344.1       -          Chitin_synth_2       PF03142.18     3e-32  121.2   3.8   3.4e-29  111.2   1.0   2.4   1   1   1   2   2   2   1 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288345.1       -          Chitin_synth_2       PF03142.18     3e-32  121.2   3.8   3.4e-29  111.2   1.0   2.4   1   1   1   2   2   2   1 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288338.1       -          Chitin_synth_2       PF03142.18   3.5e-32  121.0   3.9   3.6e-29  111.1   1.0   2.3   1   1   1   2   2   2   1 uncharacterized protein LOC111100586 isoform X1 [Crassostrea virginica]
XP_025102500.1       -          Chitin_synth_2       PF03142.18   4.2e-32  120.8   6.5   1.3e-28  109.2   0.2   2.4   1   1   1   2   2   2   1 chitin synthase chs-2-like isoform X1 [Pomacea canaliculata]
XP_043552707.1       -          Chitin_synth_2       PF03142.18   5.7e-32  120.3   1.4     3e-25   98.2   0.0   2.6   1   1   1   2   2   2   2 chitin synthase chs-2-like [Chiloscyllium plagiosum]
XP_011439386.2       -          Chitin_synth_2       PF03142.18   6.4e-32  120.2  10.0   4.6e-27  104.1   0.7   2.4   1   1   1   2   2   2   2 chitin synthase chs-2 [Crassostrea gigas]
XP_034330199.1       -          Chitin_synth_2       PF03142.18   8.7e-32  119.7   2.0   1.9e-28  108.7   0.2   2.4   1   1   1   2   2   2   1 chitin synthase isoform X2 [Crassostrea gigas]
XP_034330200.1       -          Chitin_synth_2       PF03142.18   8.7e-32  119.7   2.0   1.9e-28  108.7   0.2   2.4   1   1   1   2   2   2   1 chitin synthase isoform X2 [Crassostrea gigas]
XP_034330198.1       -          Chitin_synth_2       PF03142.18   9.5e-32  119.6   2.0     2e-28  108.7   0.2   2.4   1   1   1   2   2   2   1 chitin synthase isoform X1 [Crassostrea gigas]
XP_022324975.1       -          Chitin_synth_2       PF03142.18     1e-31  119.5   5.9   1.5e-27  105.7   0.1   2.4   1   1   1   2   2   2   2 chitin synthase 1-like isoform X2 [Crassostrea virginica]
XP_033830810.1       -          Chitin_synth_2       PF03142.18   1.2e-31  119.2   3.6   1.4e-26  102.5   0.0   2.2   1   1   1   2   2   2   2 LOW QUALITY PROTEIN: chitin synthase chs-2-like [Periophthalmus magnuspinnatus]
XP_035446236.1       -          Chitin_synth_2       PF03142.18   1.5e-31  119.0   9.0   4.7e-27  104.1   0.7   2.3   1   1   1   2   2   2   2 chitin synthase chs-2-like isoform X2 [Spodoptera frugiperda]
XP_035446235.1       -          Chitin_synth_2       PF03142.18   1.5e-31  118.9   9.0   4.8e-27  104.1   0.7   2.3   1   1   1   2   2   2   2 chitin synthase chs-2-like isoform X1 [Spodoptera frugiperda]
XP_035445780.1       -          Chitin_synth_2       PF03142.18   1.5e-31  118.9   9.0   4.8e-27  104.1   0.7   2.3   1   1   1   2   2   2   2 LOW QUALITY PROTEIN: chitin synthase chs-2-like [Spodoptera frugiperda]
XP_022324974.1       -          Chitin_synth_2       PF03142.18   1.5e-31  118.9   6.0   1.8e-27  105.4   0.1   2.4   1   1   1   2   2   2   2 chitin synthase 1-like isoform X1 [Crassostrea virginica]
XP_023200185.1       -          Chitin_synth_2       PF03142.18   1.9e-31  118.6   8.0   3.5e-27  104.5   0.0   2.5   1   1   1   2   2   2   2 uncharacterized protein LOC102222640 [Xiphophorus maculatus]
XP_027142389.1       -          Chitin_synth_2       PF03142.18   3.4e-31  117.7   3.4   1.8e-27  105.5   0.0   2.4   1   1   1   2   2   2   1 chitin synthase [Larimichthys crocea]
XP_032437311.1       -          Chitin_synth_2       PF03142.18   5.3e-31  117.1   5.8   1.5e-25   99.1   0.0   2.9   1   1   1   2   2   2   2 chitin synthase chs-2-like [Xiphophorus hellerii]
XP_041064420.1       -          Chitin_synth_2       PF03142.18   5.4e-31  117.1   0.9   1.1e-24   96.3   0.0   2.5   1   1   1   2   2   2   2 chitin synthase chs-2-like isoform X2 [Carcharodon carcharias]
XP_041064410.1       -          Chitin_synth_2       PF03142.18   5.5e-31  117.1   0.9   1.1e-24   96.3   0.0   2.5   1   1   1   2   2   2   2 chitin synthase chs-2-like isoform X1 [Carcharodon carcharias]
XP_041064429.1       -          Chitin_synth_2       PF03142.18   5.5e-31  117.1   1.0   8.9e-25   96.6   0.0   2.5   1   1   1   2   2   2   2 chitin synthase chs-2-like isoform X3 [Carcharodon carcharias]
XP_041811237.1       -          Chitin_synth_2       PF03142.18     9e-31  116.4   4.7   2.7e-25   98.3   0.0   2.5   1   1   1   2   2   2   2 chitin synthase chs-2-like [Chelmon rostratus]
XP_034400735.1       -          Chitin_synth_2       PF03142.18   9.3e-31  116.3   2.4   2.7e-25   98.3   0.0   2.1   1   1   1   2   2   2   2 chitin synthase chs-2-like isoform X2 [Cyclopterus lumpus]
XP_034400734.1       -          Chitin_synth_2       PF03142.18   1.1e-30  116.1   2.4   1.9e-25   98.8   0.0   2.2   1   1   1   2   2   2   2 chitin synthase chs-2-like isoform X1 [Cyclopterus lumpus]
XP_037908007.1       -          Chitin_synth_2       PF03142.18   1.1e-30  116.1   3.2   7.2e-26  100.2   0.1   2.4   1   1   1   2   2   2   2 chitin synthase chs-2 [Hermetia illucens]
XP_043674157.1       -          Chitin_synth_2       PF03142.18   1.1e-30  116.1   6.9   4.5e-23   91.0   0.5   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X4 [Vespula pensylvanica]
XP_043674167.1       -          Chitin_synth_2       PF03142.18   1.1e-30  116.1   6.9   4.6e-23   90.9   0.5   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X5 [Vespula pensylvanica]
XP_043674130.1       -          Chitin_synth_2       PF03142.18   1.1e-30  116.1   6.9   4.6e-23   90.9   0.5   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X1 [Vespula pensylvanica]
XP_023201081.1       -          Chitin_synth_2       PF03142.18   1.4e-30  115.8   7.9   1.2e-25   99.5   0.0   2.6   1   1   1   2   2   2   1 uncharacterized protein LOC102222895 [Xiphophorus maculatus]
XP_034321523.1       -          Chitin_synth_2       PF03142.18   1.5e-30  115.6   6.3   1.6e-24   95.7   0.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_034321522.1       -          Chitin_synth_2       PF03142.18   1.7e-30  115.5   6.3   1.7e-24   95.6   0.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_035476930.1       -          Chitin_synth_2       PF03142.18   2.1e-30  115.2   4.2   2.5e-24   95.1   0.0   2.2   1   1   1   2   2   2   2 chitin synthase chs-2-like [Scophthalmus maximus]
XP_034304244.1       -          Chitin_synth_2       PF03142.18   2.2e-30  115.1   1.5   6.2e-30  113.6   1.5   1.7   1   0   0   1   1   1   1 uncharacterized protein LOC105344892 [Crassostrea gigas]
XP_044028431.1       -          Chitin_synth_2       PF03142.18   2.4e-30  115.0   3.8   2.5e-24   95.1   0.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-1-like [Siniperca chuatsi]
XP_037651888.1       -          Chitin_synth_2       PF03142.18   2.7e-30  114.8   2.4   3.2e-24   94.8   0.0   2.4   1   1   1   2   2   2   2 chitin synthase chs-2-like [Sebastes umbrosus]
XP_028975709.2       -          Chitin_synth_2       PF03142.18   2.7e-30  114.8   7.1   2.7e-26  101.6   0.0   2.4   1   1   1   2   2   2   1 chitin synthase chs-2-like [Esox lucius]
XP_028453063.1       -          Chitin_synth_2       PF03142.18   2.9e-30  114.7   5.2   4.1e-25   97.7   0.0   2.3   1   1   1   2   2   2   2 chitin synthase-like [Perca flavescens]
XP_037297644.1       -          Chitin_synth_2       PF03142.18   3.4e-30  114.4   8.9   2.7e-25   98.3   0.8   2.3   1   1   1   2   2   2   2 LOW QUALITY PROTEIN: chitin synthase chs-2 [Manduca sexta]
XP_039977871.1       -          Chitin_synth_2       PF03142.18   3.5e-30  114.4   2.5   7.5e-25   96.8   0.0   2.4   1   1   1   2   2   2   2 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Xiphias gladius]
XP_037866580.1       -          Chitin_synth_2       PF03142.18   3.8e-30  114.3   8.4     5e-25   97.4   3.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 [Bombyx mori]
XP_037866581.1       -          Chitin_synth_2       PF03142.18   3.8e-30  114.3   8.4     5e-25   97.4   3.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 [Bombyx mori]
XP_022325550.1       -          Chitin_synth_2       PF03142.18   4.2e-30  114.2   5.2   1.8e-26  102.2   0.4   2.2   1   1   1   2   2   2   2 LOW QUALITY PROTEIN: chitin synthase 2-like [Crassostrea virginica]
XP_040909387.1       -          Chitin_synth_2       PF03142.18   4.5e-30  114.0   5.9   1.1e-24   96.2   0.0   2.6   1   1   1   2   2   2   2 chitin synthase chs-1-like [Toxotes jaculatrix]
XP_041867369.1       -          Chitin_synth_2       PF03142.18   4.7e-30  114.0   4.1     4e-26  101.1   0.1   2.2   1   1   1   2   2   2   1 chitin synthase chs-2-like [Melanotaenia boesemani]
XP_022537287.1       -          Chitin_synth_2       PF03142.18   5.3e-30  113.8   0.6   4.4e-24   94.3   0.0   2.1   1   1   1   2   2   2   2 chitin synthase 2-like, partial [Astyanax mexicanus]
XP_033731956.1       -          Chitin_synth_2       PF03142.18     6e-30  113.7   2.9   5.2e-26  100.7   0.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-2-like isoform X2 [Pecten maximus]
XP_044020426.1       -          Chitin_synth_2       PF03142.18   6.1e-30  113.6   2.1   1.5e-24   95.9   1.1   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X1 [Aphidius gifuensis]
XP_044020427.1       -          Chitin_synth_2       PF03142.18   6.1e-30  113.6   2.1   1.5e-24   95.9   1.1   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X2 [Aphidius gifuensis]
XP_033731955.1       -          Chitin_synth_2       PF03142.18   6.2e-30  113.6   2.9   5.3e-26  100.6   0.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-2-like isoform X1 [Pecten maximus]
XP_035688090.1       -          Chitin_synth_2       PF03142.18   6.8e-30  113.5   5.0   8.5e-23   90.0   2.0   2.5   2   0   0   2   2   2   2 chitin synthase chs-1-like [Branchiostoma floridae]
XP_029637692.1       -          Chitin_synth_2       PF03142.18   7.2e-30  113.4  14.3   4.3e-29  110.8   0.8   2.3   1   1   1   2   2   2   1 chitin synthase chs-1-like [Octopus vulgaris]
XP_029023555.1       -          Chitin_synth_2       PF03142.18   7.6e-30  113.3   4.0   2.1e-23   92.0   0.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-2-like [Betta splendens]
XP_042292064.1       -          Chitin_synth_2       PF03142.18   9.6e-30  113.0   4.5   2.6e-25   98.4   0.4   2.4   1   1   1   2   2   2   2 chitin synthase chs-2-like [Thunnus maccoyii]
XP_034400723.1       -          Chitin_synth_2       PF03142.18   1.2e-29  112.6   1.0   1.5e-24   95.9   0.0   2.5   1   1   1   2   2   2   2 chitin synthase chs-1-like [Cyclopterus lumpus]
XP_034304238.1       -          Chitin_synth_2       PF03142.18   1.2e-29  112.6   2.2   4.6e-25   97.5   0.0   2.7   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_036366078.1       -          Chitin_synth_2       PF03142.18   1.3e-29  112.6   7.1   1.9e-26  102.1   4.5   2.4   1   1   1   2   2   2   2 chitin synthase chs-1-like [Octopus vulgaris]
XP_044192390.1       -          Chitin_synth_2       PF03142.18   1.6e-29  112.2   5.8   3.5e-26  101.2   0.2   2.2   1   1   1   2   2   2   1 chitin synthase chs-1-like [Thunnus albacares]
XP_029023432.2       -          Chitin_synth_2       PF03142.18   1.7e-29  112.2   4.7   1.5e-23   92.6   0.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-2-like [Betta splendens]
XP_041976405.1       -          Chitin_synth_2       PF03142.18   1.9e-29  112.0  13.5   3.5e-24   94.6   0.2   2.4   1   1   1   2   2   2   2 chitin synthase chs-2-like [Aricia agestis]
XP_041867372.1       -          Chitin_synth_2       PF03142.18     2e-29  112.0   5.0   4.6e-25   97.5   0.0   2.2   1   1   1   2   2   2   2 chitin synthase chs-2-like [Melanotaenia boesemani]
XP_034324491.1       -          Chitin_synth_2       PF03142.18   2.3e-29  111.7   3.1   2.4e-24   95.2   0.7   2.4   1   1   1   2   2   2   2 chitin synthase chs-2-like [Crassostrea gigas]
XP_042292066.1       -          Chitin_synth_2       PF03142.18   2.3e-29  111.7   5.5   8.1e-26  100.0   0.4   2.3   1   1   1   2   2   2   2 chitin synthase chs-1-like [Thunnus maccoyii]
XP_044192391.1       -          Chitin_synth_2       PF03142.18   2.6e-29  111.6   9.0   6.5e-26  100.3   0.7   2.4   1   1   1   2   2   2   2 chitin synthase-like [Thunnus albacares]
XP_042292065.1       -          Chitin_synth_2       PF03142.18   2.9e-29  111.4   8.5   9.2e-26   99.8   0.5   2.4   1   1   1   2   2   2   2 chitin synthase chs-1-like [Thunnus maccoyii]
XP_043993753.1       -          Chitin_synth_2       PF03142.18     3e-29  111.4   1.1   6.4e-25   97.1   0.0   2.9   2   1   1   3   3   2   2 chitin synthase chs-2-like [Gambusia affinis]
XP_028453056.1       -          Chitin_synth_2       PF03142.18   3.4e-29  111.2   1.8   1.6e-22   89.1   0.0   2.1   1   1   1   2   2   2   2 chitin synthase-like [Perca flavescens]
XP_031150652.1       -          Chitin_synth_2       PF03142.18   3.4e-29  111.2   3.7   1.9e-22   88.9   0.0   2.1   1   1   1   2   2   2   2 chitin synthase chs-2-like [Sander lucioperca]
NP_001034491.1       -          Chitin_synth_2       PF03142.18   4.1e-29  110.9   1.9   2.7e-23   91.7   0.5   2.3   1   1   1   2   2   2   2 chitin synthase 1 [Tribolium castaneum]
XP_008194188.1       -          Chitin_synth_2       PF03142.18   4.1e-29  110.9   1.9   2.7e-23   91.7   0.5   2.3   1   1   1   2   2   2   2 PREDICTED: chitin synthase 1 isoform X1 [Tribolium castaneum]
XP_034456199.1       -          Chitin_synth_2       PF03142.18   4.2e-29  110.9   4.7   2.1e-24   95.4   0.0   2.3   1   1   1   2   2   2   2 LOW QUALITY PROTEIN: chitin synthase chs-2-like [Hippoglossus hippoglossus]
XP_044580779.1       -          Chitin_synth_2       PF03142.18   4.5e-29  110.8   1.8   1.3e-23   92.8   0.5   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X2 [Cotesia glomerata]
XP_044580778.1       -          Chitin_synth_2       PF03142.18   4.6e-29  110.7   1.8   1.3e-23   92.8   0.5   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X1 [Cotesia glomerata]
XP_043674148.1       -          Chitin_synth_2       PF03142.18   4.7e-29  110.7   1.3   2.2e-23   92.0   0.8   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X3 [Vespula pensylvanica]
XP_043674138.1       -          Chitin_synth_2       PF03142.18   4.8e-29  110.7   1.3   2.2e-23   92.0   0.8   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X2 [Vespula pensylvanica]
XP_026299522.1       -          Chitin_synth_2       PF03142.18   5.1e-29  110.6   9.2   1.1e-22   89.7   0.1   2.2   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X6 [Apis mellifera]
XP_016770737.1       -          Chitin_synth_2       PF03142.18   5.2e-29  110.6   9.2   1.1e-22   89.7   0.1   2.2   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X2 [Apis mellifera]
XP_041372214.1       -          Chitin_synth_2       PF03142.18   5.6e-29  110.5   2.4     3e-24   94.8   0.0   2.5   1   1   1   2   2   2   2 uncharacterized protein LOC121385560 isoform X3 [Gigantopelta aegis]
XP_041372215.1       -          Chitin_synth_2       PF03142.18   5.6e-29  110.5   2.4     3e-24   94.8   0.0   2.5   1   1   1   2   2   2   2 uncharacterized protein LOC121385560 isoform X3 [Gigantopelta aegis]
XP_044192392.1       -          Chitin_synth_2       PF03142.18   5.7e-29  110.4   7.8   3.7e-26  101.1   0.5   2.3   1   1   1   2   2   2   1 chitin synthase chs-2-like [Thunnus albacares]
XP_030002395.1       -          Chitin_synth_2       PF03142.18   5.7e-29  110.4   6.7   2.2e-25   98.6   0.0   2.4   1   1   1   2   2   2   1 chitin synthase chs-2-like [Sphaeramia orbicularis]
XP_041372213.1       -          Chitin_synth_2       PF03142.18   5.8e-29  110.4   2.4   3.1e-24   94.8   0.0   2.5   1   1   1   2   2   2   2 uncharacterized protein LOC121385560 isoform X2 [Gigantopelta aegis]
XP_041372212.1       -          Chitin_synth_2       PF03142.18   5.8e-29  110.4   2.4   3.1e-24   94.8   0.0   2.5   1   1   1   2   2   2   2 uncharacterized protein LOC121385560 isoform X1 [Gigantopelta aegis]
XP_039765061.1       -          Chitin_synth_2       PF03142.18   5.8e-29  110.4   9.9   3.8e-25   97.8   3.3   2.3   1   1   1   2   2   2   2 chitin synthase chs-2-like [Pararge aegeria]
XP_039676153.1       -          Chitin_synth_2       PF03142.18   6.1e-29  110.3   3.5   3.2e-23   91.4   0.0   2.3   1   1   1   2   2   2   2 chitin synthase-like [Perca fluviatilis]
XP_001651163.1       -          Chitin_synth_2       PF03142.18   6.8e-29  110.2   6.5   6.3e-26  100.4   0.0   2.4   1   1   1   2   2   2   1 uncharacterized protein LOC5566760 [Aedes aegypti]
XP_029299165.1       -          Chitin_synth_2       PF03142.18   6.8e-29  110.2   3.7   1.9e-23   92.2   0.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-2-like [Cottoperca gobio]
XP_035896926.1       -          Chitin_synth_2       PF03142.18   7.7e-29  110.0   9.2     4e-26  101.0   0.2   2.3   1   1   1   2   2   2   1 chitin synthase chs-2-like isoform X3 [Anopheles stephensi]
XP_032363514.1       -          Chitin_synth_2       PF03142.18   7.9e-29  110.0  15.2   2.2e-25   98.6   0.0   2.9   2   1   1   3   3   2   2 LOW QUALITY PROTEIN: chitin synthase chs-2-like [Etheostoma spectabile]
XP_041763561.1       -          Chitin_synth_2       PF03142.18   8.1e-29  109.9   9.1   4.2e-26  100.9   0.2   2.3   1   1   1   2   2   2   1 chitin synthase chs-2-like [Anopheles merus]
XP_321951.2          -          Chitin_synth_2       PF03142.18   8.1e-29  109.9   9.1   4.2e-26  100.9   0.2   2.3   1   1   1   2   2   2   1 AGAP001205-PA [Anopheles gambiae str. PEST]
XP_040155896.1       -          Chitin_synth_2       PF03142.18   8.1e-29  109.9   9.1   4.2e-26  100.9   0.2   2.3   1   1   1   2   2   2   1 chitin synthase chs-2-like [Anopheles arabiensis]
XP_040226936.1       -          Chitin_synth_2       PF03142.18   8.2e-29  109.9   9.1   4.2e-26  100.9   0.2   2.3   1   1   1   2   2   2   1 LOW QUALITY PROTEIN: chitin synthase chs-2-like [Anopheles coluzzii]
XP_035896925.1       -          Chitin_synth_2       PF03142.18   8.4e-29  109.9   9.2   4.3e-26  100.9   0.2   2.3   1   1   1   2   2   2   1 chitin synthase chs-2-like isoform X2 [Anopheles stephensi]
XP_035896924.1       -          Chitin_synth_2       PF03142.18   8.7e-29  109.8   9.2   4.3e-26  100.9   0.2   2.3   1   1   1   2   2   2   1 chitin synthase chs-2-like isoform X1 [Anopheles stephensi]
XP_006563373.1       -          Chitin_synth_2       PF03142.18   8.9e-29  109.8   1.2   3.3e-23   91.4   0.4   2.2   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X4 [Apis mellifera]
XP_016770739.1       -          Chitin_synth_2       PF03142.18   8.9e-29  109.8   1.2   3.3e-23   91.4   0.4   2.2   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X4 [Apis mellifera]
XP_026299521.1       -          Chitin_synth_2       PF03142.18   8.9e-29  109.8   1.2   3.3e-23   91.4   0.4   2.2   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X4 [Apis mellifera]
XP_016770738.1       -          Chitin_synth_2       PF03142.18     9e-29  109.8   1.2   3.3e-23   91.4   0.4   2.2   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X3 [Apis mellifera]
XP_022330798.1       -          Chitin_synth_2       PF03142.18     9e-29  109.8   3.9   2.5e-24   95.1   0.1   2.4   1   1   0   2   2   2   2 chitin synthase 1-like isoform X2 [Crassostrea virginica]
XP_016770736.1       -          Chitin_synth_2       PF03142.18     9e-29  109.8   1.2   3.3e-23   91.4   0.4   2.2   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X1 [Apis mellifera]
XP_034748680.1       -          Chitin_synth_2       PF03142.18   9.3e-29  109.7  13.7   2.6e-25   98.4   0.0   2.6   2   1   1   3   3   2   2 chitin synthase chs-2-like [Etheostoma cragini]
XP_027892613.1       -          Chitin_synth_2       PF03142.18   9.4e-29  109.7   2.4   4.9e-25   97.5   0.0   2.9   2   1   1   3   3   2   2 chitin synthase chs-2-like [Xiphophorus couchianus]
XP_022330796.1       -          Chitin_synth_2       PF03142.18   9.8e-29  109.6   3.8   2.7e-24   95.0   0.1   2.4   1   1   0   2   2   2   2 chitin synthase 1-like isoform X1 [Crassostrea virginica]
XP_017847432.1       -          Chitin_synth_2       PF03142.18     1e-28  109.6   2.3   1.8e-23   92.3   0.5   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X2 [Drosophila busckii]
XP_017847430.1       -          Chitin_synth_2       PF03142.18     1e-28  109.6   2.3   1.8e-23   92.3   0.5   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X1 [Drosophila busckii]
XP_017847431.1       -          Chitin_synth_2       PF03142.18     1e-28  109.6   2.3   1.8e-23   92.3   0.5   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X1 [Drosophila busckii]
XP_039977872.1       -          Chitin_synth_2       PF03142.18     1e-28  109.6   4.6   3.4e-23   91.4   0.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-1-like [Xiphias gladius]
XP_041418720.1       -          Chitin_synth_2       PF03142.18   1.1e-28  109.4   0.2   6.3e-23   90.5   0.0   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 [Xenopus laevis]
XP_011422035.2       -          Chitin_synth_2       PF03142.18   1.3e-28  109.3   2.0   5.6e-25   97.2   0.2   2.4   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_039312563.1       -          Chitin_synth_2       PF03142.18   1.3e-28  109.2   1.2   3.3e-23   91.4   0.5   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X3 [Solenopsis invicta]
XP_032435842.1       -          Chitin_synth_2       PF03142.18   1.3e-28  109.2   2.0   3.3e-25   98.0   0.0   2.9   2   1   1   3   3   2   2 chitin synthase chs-2-like [Xiphophorus hellerii]
XP_011422034.2       -          Chitin_synth_2       PF03142.18   1.4e-28  109.2   1.9   6.2e-25   97.1   0.2   2.4   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_022330055.1       -          Chitin_synth_2       PF03142.18   1.4e-28  109.1   2.5   5.8e-24   93.9   0.0   2.4   1   1   0   2   2   2   2 uncharacterized protein LOC111128616 [Crassostrea virginica]
XP_033209264.1       -          Chitin_synth_2       PF03142.18   1.4e-28  109.1   2.1   1.1e-23   93.0   0.7   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X2 [Belonocnema treatae]
XP_033209263.1       -          Chitin_synth_2       PF03142.18   1.4e-28  109.1   2.1   1.1e-23   93.0   0.7   2.3   1   1   1   2   2   2   2 chitin synthase chs-2 isoform X1 [Belonocnema treatae]
XP_034148233.1       -          Chitin_synth_2       PF03142.18   1.4e-28  109.1   0.0   1.4e-28  109.1   0.0   2.3   3   0   0   3   3   1   1 chitin synthase chs-2-like isoform X2 [Esox lucius]
