XP_028975709.2	Chitin_synth_2	2.7000000000000002e-30	4.3000000000000004e-30	2.7e-26	chitin synthase chs-2-like [Esox lucius]
XP_028453063.1	Chitin_synth_2	2.9000000000000002e-30	6.5e-29	4.1e-25	chitin synthase-like [Perca flavescens]
XP_037297644.1	Chitin_synth_2	3.4e-30	4.3e-29	2.6999999999999997e-25	LOW QUALITY PROTEIN: chitin synthase chs-2 [Manduca sexta]
XP_039977871.1	Chitin_synth_2	3.5e-30	1.2e-28	7.5e-25	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Xiphias gladius]
XP_037866580.1	Chitin_synth_2	3.8e-30	7.9e-29	5e-25	chitin synthase chs-2 [Bombyx mori]
XP_022325550.1	Chitin_synth_2	4.2e-30	2.8000000000000002e-30	1.8e-26	LOW QUALITY PROTEIN: chitin synthase 2-like [Crassostrea virginica]
XP_040909387.1	Chitin_synth_2	4.5000000000000004e-30	1.8000000000000002e-28	1.0999999999999998e-24	chitin synthase chs-1-like [Toxotes jaculatrix]
XP_041867369.1	Chitin_synth_2	4.7000000000000004e-30	6.2000000000000005e-30	3.9999999999999996e-26	chitin synthase chs-2-like [Melanotaenia boesemani]
XP_022537287.1	Chitin_synth_2	5.3000000000000004e-30	6.900000000000001e-28	4.399999999999999e-24	chitin synthase 2-like  partial [Astyanax mexicanus]
XP_033731956.1	Chitin_synth_2	6e-30	8.2e-30	5.2e-26	chitin synthase chs-2-like isoform X2 [Pecten maximus]
XP_044020426.1	Chitin_synth_2	6.1000000000000005e-30	2.3000000000000003e-28	1.4999999999999998e-24	chitin synthase chs-2 isoform X1 [Aphidius gifuensis]
XP_044020427.1	Chitin_synth_2	6.1000000000000005e-30	2.3000000000000003e-28	1.4999999999999998e-24	chitin synthase chs-2 isoform X2 [Aphidius gifuensis]
XP_033731955.1	Chitin_synth_2	6.2000000000000005e-30	8.3e-30	5.3e-26	chitin synthase chs-2-like isoform X1 [Pecten maximus]
XP_035688090.1	Chitin_synth_2	6.8e-30	1.4e-26	8.5e-23	chitin synthase chs-1-like [Branchiostoma floridae]
XP_029637692.1	Chitin_synth_2	7.2e-30	6.8e-33	4.3e-29	chitin synthase chs-1-like [Octopus vulgaris]
XP_029023555.1	Chitin_synth_2	7.6e-30	3.4000000000000004e-27	2.1e-23	chitin synthase chs-2-like [Betta splendens]
XP_042292064.1	Chitin_synth_2	9.600000000000001e-30	4.0000000000000003e-29	2.6e-25	chitin synthase chs-2-like [Thunnus maccoyii]
XP_034400723.1	Chitin_synth_2	1.2e-29	2.3000000000000003e-28	1.4999999999999998e-24	chitin synthase chs-1-like [Cyclopterus lumpus]
XP_044192390.1	Chitin_synth_2	1.5999999999999999e-29	5.5000000000000005e-30	3.5e-26	chitin synthase chs-1-like [Thunnus albacares]
XP_041976405.1	Chitin_synth_2	1.9e-29	5.6000000000000005e-28	3.5e-24	chitin synthase chs-2-like [Aricia agestis]
XP_034324491.1	Chitin_synth_2	2.3e-29	3.8000000000000005e-28	2.4e-24	chitin synthase chs-2-like [Crassostrea gigas]
XP_042292066.1	Chitin_synth_2	2.3e-29	1.3e-29	8.1e-26	chitin synthase chs-1-like [Thunnus maccoyii]
XP_044192391.1	Chitin_synth_2	2.6e-29	1.0000000000000001e-29	6.5e-26	chitin synthase-like [Thunnus albacares]
XP_031150652.1	Chitin_synth_2	3.4e-29	3e-26	1.9e-22	chitin synthase chs-2-like [Sander lucioperca]
NP_001034491.1	Chitin_synth_2	4.1e-29	4.3e-27	2.7e-23	chitin synthase 1 [Tribolium castaneum]
XP_008194188.1	Chitin_synth_2	4.1e-29	4.3e-27	2.7e-23	PREDICTED: chitin synthase 1 isoform X1 [Tribolium castaneum]
XP_034456199.1	Chitin_synth_2	4.2e-29	3.3e-28	2.1e-24	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Hippoglossus hippoglossus]
XP_044580779.1	Chitin_synth_2	4.5e-29	2e-27	1.3e-23	chitin synthase chs-2 isoform X2 [Cotesia glomerata]
XP_044580778.1	Chitin_synth_2	4.6e-29	2e-27	1.3e-23	chitin synthase chs-2 isoform X1 [Cotesia glomerata]
XP_043674148.1	Chitin_synth_2	4.7e-29	3.5e-27	2.2e-23	chitin synthase chs-2 isoform X3 [Vespula pensylvanica]
XP_043674138.1	Chitin_synth_2	4.8e-29	3.5e-27	2.2e-23	chitin synthase chs-2 isoform X2 [Vespula pensylvanica]
XP_026299522.1	Chitin_synth_2	5.1e-29	1.7e-26	1.1e-22	chitin synthase chs-2 isoform X6 [Apis mellifera]
XP_016770737.1	Chitin_synth_2	5.2e-29	1.7e-26	1.1e-22	chitin synthase chs-2 isoform X2 [Apis mellifera]
XP_041372214.1	Chitin_synth_2	5.599999999999999e-29	4.8e-28	3e-24	uncharacterized protein LOC121385560 isoform X3 [Gigantopelta aegis]
XP_044192392.1	Chitin_synth_2	5.7e-29	5.9000000000000005e-30	3.7e-26	chitin synthase chs-2-like [Thunnus albacares]
XP_030002395.1	Chitin_synth_2	5.7e-29	3.5e-29	2.1999999999999997e-25	chitin synthase chs-2-like [Sphaeramia orbicularis]
XP_041372213.1	Chitin_synth_2	5.799999999999999e-29	4.9e-28	3.0999999999999997e-24	uncharacterized protein LOC121385560 isoform X2 [Gigantopelta aegis]
XP_041372212.1	Chitin_synth_2	5.799999999999999e-29	4.9e-28	3.0999999999999997e-24	uncharacterized protein LOC121385560 isoform X1 [Gigantopelta aegis]
XP_039765061.1	Chitin_synth_2	5.799999999999999e-29	6e-29	3.8e-25	chitin synthase chs-2-like [Pararge aegeria]
XP_039676153.1	Chitin_synth_2	6.1e-29	5.1e-27	3.2000000000000003e-23	chitin synthase-like [Perca fluviatilis]
XP_001651163.1	Chitin_synth_2	6.8e-29	9.900000000000001e-30	6.299999999999999e-26	uncharacterized protein LOC5566760 [Aedes aegypti]
XP_029299165.1	Chitin_synth_2	6.8e-29	2.9e-27	1.9e-23	chitin synthase chs-2-like [Cottoperca gobio]
XP_035896926.1	Chitin_synth_2	7.7e-29	6.4e-30	3.9999999999999996e-26	chitin synthase chs-2-like isoform X3 [Anopheles stephensi]
XP_032363514.1	Chitin_synth_2	7.9e-29	3.5e-29	2.1999999999999997e-25	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Etheostoma spectabile]
XP_041763561.1	Chitin_synth_2	8.1e-29	6.7e-30	4.2e-26	chitin synthase chs-2-like [Anopheles merus]
XP_321951.2	Chitin_synth_2	8.1e-29	6.7e-30	4.2e-26	AGAP001205-PA [Anopheles gambiae str. PEST]
XP_040155896.1	Chitin_synth_2	8.1e-29	6.7e-30	4.2e-26	chitin synthase chs-2-like [Anopheles arabiensis]
XP_040226936.1	Chitin_synth_2	8.2e-29	6.7e-30	4.2e-26	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Anopheles coluzzii]
XP_035896925.1	Chitin_synth_2	8.4e-29	6.8e-30	4.3e-26	chitin synthase chs-2-like isoform X2 [Anopheles stephensi]
XP_035896924.1	Chitin_synth_2	8.7e-29	6.9e-30	4.3e-26	chitin synthase chs-2-like isoform X1 [Anopheles stephensi]
XP_006563373.1	Chitin_synth_2	8.9e-29	5.2e-27	3.3e-23	chitin synthase chs-2 isoform X4 [Apis mellifera]
XP_016770738.1	Chitin_synth_2	9.000000000000001e-29	5.2e-27	3.3e-23	chitin synthase chs-2 isoform X3 [Apis mellifera]
XP_016770736.1	Chitin_synth_2	9.000000000000001e-29	5.2e-27	3.3e-23	chitin synthase chs-2 isoform X1 [Apis mellifera]
XP_034748680.1	Chitin_synth_2	9.3e-29	4.0000000000000003e-29	2.6e-25	chitin synthase chs-2-like [Etheostoma cragini]
XP_027892613.1	Chitin_synth_2	9.4e-29	7.7e-29	4.9e-25	chitin synthase chs-2-like [Xiphophorus couchianus]
XP_017847432.1	Chitin_synth_2	1.0000000000000001e-28	2.8e-27	1.8e-23	chitin synthase chs-2 isoform X2 [Drosophila busckii]
XP_017847430.1	Chitin_synth_2	1.0000000000000001e-28	2.8e-27	1.8e-23	chitin synthase chs-2 isoform X1 [Drosophila busckii]
XP_039977872.1	Chitin_synth_2	1.0000000000000001e-28	5.3e-27	3.4e-23	chitin synthase chs-1-like [Xiphias gladius]
XP_041418720.1	Chitin_synth_2	1.1000000000000002e-28	9.999999999999999e-27	6.3e-23	chitin synthase chs-2 [Xenopus laevis]
XP_039312563.1	Chitin_synth_2	1.3000000000000002e-28	5.2e-27	3.3e-23	chitin synthase chs-2 isoform X3 [Solenopsis invicta]
XP_022330055.1	Chitin_synth_2	1.4000000000000001e-28	9.200000000000001e-28	5.8e-24	uncharacterized protein LOC111128616 [Crassostrea virginica]
XP_033209264.1	Chitin_synth_2	1.4000000000000001e-28	1.7000000000000002e-27	1.1e-23	chitin synthase chs-2 isoform X2 [Belonocnema treatae]
XP_033209263.1	Chitin_synth_2	1.4000000000000001e-28	1.7000000000000002e-27	1.1e-23	chitin synthase chs-2 isoform X1 [Belonocnema treatae]
XP_034148233.1	Chitin_synth_2	1.4000000000000001e-28	2.3e-32	1.4000000000000001e-28	chitin synthase chs-2-like isoform X2 [Esox lucius]
XP_026826954.1	Chitin_synth_2	1.4000000000000001e-28	2.9e-27	1.8e-23	chitin synthase chs-2 [Ooceraea biroi]
XP_022329203.1	Chitin_synth_2	1.5000000000000002e-28	2.5e-29	1.5999999999999998e-25	uncharacterized protein LOC111128079 isoform X2 [Crassostrea virginica]
XP_022329308.1	Chitin_synth_2	1.7000000000000003e-28	2.7e-29	1.7e-25	uncharacterized protein LOC111128135 [Crassostrea virginica]
XP_038212848.1	Chitin_synth_2	1.7000000000000003e-28	1.2e-28	7.2999999999999995e-25	chitin synthase chs-2-like [Zerene cesonia]
XP_022329201.1	Chitin_synth_2	1.8000000000000002e-28	2.7e-29	1.7e-25	uncharacterized protein LOC111128079 isoform X1 [Crassostrea virginica]
XP_012526631.1	Chitin_synth_2	1.9000000000000003e-28	1.1e-26	6.8e-23	chitin synthase chs-2 [Monomorium pharaonis]
XP_041740501.1	Chitin_synth_2	2.1e-28	2e-27	1.3e-23	chitin synthase chs-1-like [Coregonus clupeaformis]
XP_042362933.1	Chitin_synth_2	2.1e-28	2.4e-28	1.4999999999999998e-24	chitin synthase chs-2-like [Plectropomus leopardus]
XP_036945343.1	Chitin_synth_2	2.2000000000000004e-28	5.9e-28	3.7e-24	chitin synthase chs-1-like [Acanthopagrus latus]
XP_011157245.1	Chitin_synth_2	2.2000000000000004e-28	6.9e-27	4.3e-23	chitin synthase chs-2 isoform X2 [Solenopsis invicta]
XP_039594025.1	Chitin_synth_2	2.2000000000000004e-28	3.8000000000000005e-28	2.4e-24	chitin synthase chs-2-like [Polypterus senegalus]
XP_011157244.1	Chitin_synth_2	2.2000000000000004e-28	6.9e-27	4.3e-23	chitin synthase chs-2 isoform X1 [Solenopsis invicta]
XP_018604742.2	Chitin_synth_2	2.5e-28	2.1e-26	1.3e-22	chitin synthase-like [Scleropages formosus]
XP_026727307.1	Chitin_synth_2	2.6000000000000004e-28	1.5000000000000002e-28	9.7e-25	chitin synthase chs-2-like [Trichoplusia ni]
XP_036945247.1	Chitin_synth_2	2.7000000000000003e-28	9.200000000000001e-28	5.8e-24	chitin synthase chs-2-like [Acanthopagrus latus]
XP_039594348.1	Chitin_synth_2	2.8000000000000002e-28	2.0000000000000002e-24	1.3e-20	chitin synthase chs-1-like [Polypterus senegalus]
XP_025083193.1	Chitin_synth_2	2.9e-28	2.9	18000.0	LOW QUALITY PROTEIN: uncharacterized protein LOC112557502 [Pomacea canaliculata]
XP_035990246.1	Chitin_synth_2	3.1000000000000004e-28	3.7e-29	2.4e-25	chitin synthase chs-2 [Fundulus heteroclitus]
XP_011423725.2	Chitin_synth_2	3.2000000000000003e-28	4.5e-29	2.8e-25	uncharacterized protein LOC105325734 [Crassostrea gigas]
XP_035038452.1	Chitin_synth_2	3.7e-28	2.7000000000000002e-27	1.7e-23	chitin synthase chs-2-like [Hippoglossus stenolepis]
XP_034320183.1	Chitin_synth_2	3.7e-28	2.1e-29	1.3e-25	uncharacterized protein LOC105345033 isoform X2 [Crassostrea gigas]
XP_034664927.1	Chitin_synth_2	3.8000000000000005e-28	6.1e-26	3.8e-22	chitin synthase chs-2 isoform X2 [Drosophila subobscura]
XP_034664926.1	Chitin_synth_2	3.8000000000000005e-28	6.1e-26	3.8e-22	chitin synthase chs-2 isoform X1 [Drosophila subobscura]
XP_035255672.1	Chitin_synth_2	4.0000000000000003e-28	5.500000000000001e-28	3.4e-24	chitin synthase chs-2-like [Anguilla anguilla]
XP_034320182.1	Chitin_synth_2	4.0000000000000003e-28	2.1e-29	1.4e-25	uncharacterized protein LOC105345033 isoform X1 [Crassostrea gigas]
XP_040045278.1	Chitin_synth_2	4.1e-28	1.2e-26	7.6e-23	chitin synthase chs-2-like [Gasterosteus aculeatus aculeatus]
XP_038118969.1	Chitin_synth_2	4.1e-28	1.4999999999999998e-29	9.5e-26	chitin synthase chs-2 [Culex quinquefasciatus]
XP_037728936.1	Chitin_synth_2	4.3e-28	5.6e-26	3.5000000000000005e-22	chitin synthase chs-2 isoform X3 [Drosophila subpulchrella]
XP_001359390.4	Chitin_synth_2	4.400000000000001e-28	6.699999999999999e-26	4.3e-22	chitin synthase chs-2 isoform X2 [Drosophila pseudoobscura]
XP_033244515.1	Chitin_synth_2	4.400000000000001e-28	6.699999999999999e-26	4.3e-22	chitin synthase chs-2 isoform X2 [Drosophila miranda]
XP_003736740.2	Chitin_synth_2	4.400000000000001e-28	6.699999999999999e-26	4.3e-22	chitin synthase chs-2 isoform X1 [Drosophila pseudoobscura]
XP_017142971.1	Chitin_synth_2	4.400000000000001e-28	6.699999999999999e-26	4.3e-22	chitin synthase chs-2 isoform X1 [Drosophila miranda]
XP_033234120.1	Chitin_synth_2	4.500000000000001e-28	6.8e-26	4.3e-22	chitin synthase chs-2 isoform X3 [Drosophila pseudoobscura]
XP_038117595.1	Chitin_synth_2	4.600000000000001e-28	1.2e-25	7.7e-22	chitin synthase chs-2 isoform X2 [Culex quinquefasciatus]
XP_022307205.1	Chitin_synth_2	4.600000000000001e-28	7.3e-29	4.6e-25	LOW QUALITY PROTEIN: uncharacterized protein LOC111113317 [Crassostrea virginica]
XP_038117593.1	Chitin_synth_2	4.600000000000001e-28	1.2e-25	7.7e-22	chitin synthase chs-2 isoform X1 [Culex quinquefasciatus]
XP_044570061.1	Chitin_synth_2	4.7000000000000005e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X2 [Drosophila ananassae]
XP_037728935.1	Chitin_synth_2	4.7000000000000005e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X2 [Drosophila subpulchrella]
XP_016931842.2	Chitin_synth_2	4.7000000000000005e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X2 [Drosophila suzukii]
XP_014766586.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X1 [Drosophila ananassae]
XP_032576209.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X4 [Drosophila sechellia]
XP_037728934.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X1 [Drosophila subpulchrella]
XP_033162002.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X4 [Drosophila mauritiana]
XP_039151484.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X4 [Drosophila simulans]
XP_032576207.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X2 [Drosophila sechellia]
XP_036674875.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X1 [Drosophila suzukii]
XP_033161999.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X2 [Drosophila mauritiana]
XP_016033300.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X2 [Drosophila simulans]
NP_730928.2	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	krotzkopf verkehrt  isoform D [Drosophila melanogaster]
XP_032576208.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X3 [Drosophila sechellia]
XP_033162000.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X3 [Drosophila mauritiana]
XP_016033302.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X3 [Drosophila simulans]
XP_032576205.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X1 [Drosophila sechellia]
XP_033161995.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_016033301.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	chitin synthase chs-2 isoform X1 [Drosophila simulans]
NP_524233.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	krotzkopf verkehrt  isoform A [Drosophila melanogaster]
NP_996152.1	Chitin_synth_2	4.8e-28	6e-26	3.8e-22	krotzkopf verkehrt  isoform C [Drosophila melanogaster]
XP_044743566.1	Chitin_synth_2	4.9e-28	2.5999999999999996e-24	1.6e-20	chitin synthase chs-2 [Chrysoperla carnea]
XP_042362923.1	Chitin_synth_2	5.500000000000001e-28	2.1e-25	1.3e-21	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Plectropomus leopardus]
XP_043656734.1	Chitin_synth_2	6.200000000000001e-28	4.6e-26	2.9e-22	chitin synthase chs-2 isoform X2 [Drosophila teissieri]
XP_043656733.1	Chitin_synth_2	6.300000000000001e-28	4.6e-26	2.9e-22	chitin synthase chs-2 isoform X1 [Drosophila teissieri]
XP_034116466.1	Chitin_synth_2	6.5e-28	4.5e-26	2.8000000000000004e-22	chitin synthase chs-2 isoform X2 [Drosophila albomicans]
XP_034116463.1	Chitin_synth_2	6.5e-28	4.5e-26	2.8000000000000004e-22	chitin synthase chs-2 isoform X1 [Drosophila albomicans]
XP_034156930.1	Chitin_synth_2	6.900000000000001e-28	1.1000000000000001e-27	7.000000000000001e-24	chitin synthase chs-2-like [Pangasianodon hypophthalmus]
XP_043892031.1	Chitin_synth_2	7e-28	6e-27	3.8e-23	chitin synthase chs-2-like  partial [Solea senegalensis]
XP_024153983.2	Chitin_synth_2	7.100000000000001e-28	2.0000000000000002e-29	1.3e-25	chitin synthase chs-2-like [Oryzias melastigma]
XP_043284738.1	Chitin_synth_2	7.600000000000001e-28	6.5e-26	4.1000000000000004e-22	chitin synthase chs-2 isoform X1 [Venturia canescens]
XP_039495857.1	Chitin_synth_2	8.100000000000001e-28	5.1e-26	3.2000000000000003e-22	chitin synthase chs-2 isoform X1 [Drosophila santomea]
XP_012168812.1	Chitin_synth_2	8.100000000000001e-28	1.1e-26	7.1e-23	uncharacterized protein LOC100647512 isoform X2 [Bombus terrestris]
XP_002096048.2	Chitin_synth_2	8.100000000000001e-28	5.1e-26	3.2000000000000003e-22	chitin synthase chs-2 isoform X2 [Drosophila yakuba]
XP_039495856.1	Chitin_synth_2	8.100000000000001e-28	5.1e-26	3.2000000000000003e-22	chitin synthase chs-2 isoform X2 [Drosophila santomea]
XP_015047134.1	Chitin_synth_2	8.2e-28	5.1e-26	3.2000000000000003e-22	chitin synthase chs-2 isoform X1 [Drosophila yakuba]
XP_033872879.1	Chitin_synth_2	8.7e-28	7.2e-25	4.6e-21	chitin synthase chs-2-like [Acipenser ruthenus]
XP_043593509.1	Chitin_synth_2	9e-28	1.2e-26	7.4e-23	chitin synthase chs-2 isoform X3 [Bombus pyrosoma]
XP_041369704.1	Chitin_synth_2	9e-28	3.5e-27	2.2e-23	chitin synthase chs-2-like [Gigantopelta aegis]
XP_035676967.1	Chitin_synth_2	9.1e-28	9.999999999999999e-31	6.6e-27	uncharacterized protein LOC118416032 isoform X2 [Branchiostoma floridae]
XP_035676966.1	Chitin_synth_2	9.1e-28	9.999999999999999e-31	6.6e-27	uncharacterized protein LOC118416032 isoform X1 [Branchiostoma floridae]
XP_043593508.1	Chitin_synth_2	9.200000000000001e-28	1.2e-26	7.4e-23	chitin synthase chs-2 isoform X2 [Bombus pyrosoma]
XP_031789391.1	Chitin_synth_2	9.200000000000001e-28	3e-27	1.9e-23	chitin synthase chs-2 isoform X2 [Nasonia vitripennis]
XP_008215129.1	Chitin_synth_2	9.3e-28	3.1000000000000002e-27	2.0000000000000002e-23	chitin synthase chs-2 isoform X1 [Nasonia vitripennis]
XP_043284739.1	Chitin_synth_2	9.5e-28	6.699999999999999e-26	4.2e-22	chitin synthase chs-2 isoform X2 [Venturia canescens]
XP_012168806.1	Chitin_synth_2	9.5e-28	3.9e-26	2.4e-22	uncharacterized protein LOC100647512 isoform X1 [Bombus terrestris]
XP_022324754.1	Chitin_synth_2	9.700000000000002e-28	2.9e-28	1.7999999999999997e-24	LOW QUALITY PROTEIN: uncharacterized protein LOC111125341 [Crassostrea virginica]
XP_039279566.1	Chitin_synth_2	9.8e-28	2.6e-25	1.6e-21	chitin synthase chs-2 isoform X2 [Nilaparvata lugens]
XP_039279564.1	Chitin_synth_2	9.900000000000001e-28	2.6e-25	1.6e-21	chitin synthase chs-2 isoform X1 [Nilaparvata lugens]
XP_035796290.1	Chitin_synth_2	1e-27	9e-26	5.700000000000001e-22	chitin synthase chs-2-like isoform X2 [Anopheles albimanus]
