XP_044192392.1	960	Chitin_synth_2	5.7e-29	5.9000000000000005e-30	3.7e-26	chitin synthase chs-2-like [Thunnus albacares]
XP_044192392.1	960	Chitin_synth_2	5.7e-29	0.029	190.0	chitin synthase chs-2-like [Thunnus albacares]
XP_030002395.1	1304	Chitin_synth_2	5.7e-29	3.5e-29	2.1999999999999997e-25	chitin synthase chs-2-like [Sphaeramia orbicularis]
XP_030002395.1	1304	Chitin_synth_2	5.7e-29	0.077	490.0	chitin synthase chs-2-like [Sphaeramia orbicularis]
XP_041372213.1	2078	Chitin_synth_2	5.799999999999999e-29	4.9e-28	3.0999999999999997e-24	uncharacterized protein LOC121385560 isoform X2 [Gigantopelta aegis]
XP_039765061.1	1541	Chitin_synth_2	5.799999999999999e-29	6e-29	3.8e-25	chitin synthase chs-2-like [Pararge aegeria]
XP_039676153.1	684	Chitin_synth_2	6.1e-29	5.1e-27	3.2000000000000003e-23	chitin synthase-like [Perca fluviatilis]
XP_039676153.1	684	Chitin_synth_2	6.1e-29	0.00056	3.6	chitin synthase-like [Perca fluviatilis]
XP_001651163.1	1565	Chitin_synth_2	6.8e-29	9.900000000000001e-30	6.299999999999999e-26	uncharacterized protein LOC5566760 [Aedes aegypti]
XP_001651163.1	1565	Chitin_synth_2	6.8e-29	0.08	510.0	uncharacterized protein LOC5566760 [Aedes aegypti]
XP_029299165.1	661	Chitin_synth_2	6.8e-29	2.9e-27	1.9e-23	chitin synthase chs-2-like [Cottoperca gobio]
XP_029299165.1	661	Chitin_synth_2	6.8e-29	0.0012	7.6	chitin synthase chs-2-like [Cottoperca gobio]
XP_035896926.1	1521	Chitin_synth_2	7.7e-29	0.063	400.0	chitin synthase chs-2-like isoform X3 [Anopheles stephensi]
XP_032363514.1	1282	Chitin_synth_2	7.9e-29	3.7e-05	0.23	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Etheostoma spectabile]
XP_041763561.1	1586	Chitin_synth_2	8.1e-29	6.7e-30	4.2e-26	chitin synthase chs-2-like [Anopheles merus]
XP_041763561.1	1586	Chitin_synth_2	8.1e-29	0.074	470.0	chitin synthase chs-2-like [Anopheles merus]
XP_035896925.1	1591	Chitin_synth_2	8.4e-29	6.8e-30	4.3e-26	chitin synthase chs-2-like isoform X2 [Anopheles stephensi]
XP_035896925.1	1591	Chitin_synth_2	8.4e-29	0.065	410.0	chitin synthase chs-2-like isoform X2 [Anopheles stephensi]
XP_035896924.1	1603	Chitin_synth_2	8.7e-29	0.066	420.0	chitin synthase chs-2-like isoform X1 [Anopheles stephensi]
XP_006563373.1	1564	Chitin_synth_2	8.9e-29	5.2e-27	3.3e-23	chitin synthase chs-2 isoform X4 [Apis mellifera]
XP_006563373.1	1564	Chitin_synth_2	8.9e-29	0.00012	0.73	chitin synthase chs-2 isoform X4 [Apis mellifera]
XP_022330798.1	782	Chitin_synth_2	9.000000000000001e-29	0.00088	5.6	chitin synthase 1-like isoform X2 [Crassostrea virginica]
XP_027892613.1	1166	Chitin_synth_2	9.4e-29	7.7e-29	4.9e-25	chitin synthase chs-2-like [Xiphophorus couchianus]
XP_027892613.1	1166	Chitin_synth_2	9.4e-29	0.00015	0.95	chitin synthase chs-2-like [Xiphophorus couchianus]
XP_022330796.1	814	Chitin_synth_2	9.8e-29	4.3e-28	2.6999999999999997e-24	chitin synthase 1-like isoform X1 [Crassostrea virginica]
XP_022330796.1	814	Chitin_synth_2	9.8e-29	0.0009	5.7	chitin synthase 1-like isoform X1 [Crassostrea virginica]
XP_017847432.1	1604	Chitin_synth_2	1.0000000000000001e-28	2.8e-27	1.8e-23	chitin synthase chs-2 isoform X2 [Drosophila busckii]
XP_017847432.1	1604	Chitin_synth_2	1.0000000000000001e-28	0.00048	3.0	chitin synthase chs-2 isoform X2 [Drosophila busckii]
XP_039977872.1	718	Chitin_synth_2	1.0000000000000001e-28	5.3e-27	3.4e-23	chitin synthase chs-1-like [Xiphias gladius]
XP_041418720.1	892	Chitin_synth_2	1.1000000000000002e-28	9.999999999999999e-27	6.3e-23	chitin synthase chs-2 [Xenopus laevis]
XP_041418720.1	892	Chitin_synth_2	1.1000000000000002e-28	0.00039	2.5	chitin synthase chs-2 [Xenopus laevis]
XP_011422035.2	1623	Chitin_synth_2	1.3000000000000002e-28	8.9e-29	5.6e-25	chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_011422035.2	1623	Chitin_synth_2	1.3000000000000002e-28	0.0093	59.0	chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_032435842.1	1183	Chitin_synth_2	1.3000000000000002e-28	5.2e-29	3.3e-25	chitin synthase chs-2-like [Xiphophorus hellerii]
XP_032435842.1	1183	Chitin_synth_2	1.3000000000000002e-28	0.00034	2.2	chitin synthase chs-2-like [Xiphophorus hellerii]
XP_011422034.2	1698	Chitin_synth_2	1.4000000000000001e-28	9.8e-29	6.2e-25	chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_011422034.2	1698	Chitin_synth_2	1.4000000000000001e-28	0.01	63.0	chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_022330055.1	717	Chitin_synth_2	1.4000000000000001e-28	9.200000000000001e-28	5.8e-24	uncharacterized protein LOC111128616 [Crassostrea virginica]
XP_022330055.1	717	Chitin_synth_2	1.4000000000000001e-28	0.0015	9.3	uncharacterized protein LOC111128616 [Crassostrea virginica]
XP_033209264.1	1564	Chitin_synth_2	1.4000000000000001e-28	1.7000000000000002e-27	1.1e-23	chitin synthase chs-2 isoform X2 [Belonocnema treatae]
XP_033209264.1	1564	Chitin_synth_2	1.4000000000000001e-28	0.0005	3.2	chitin synthase chs-2 isoform X2 [Belonocnema treatae]
XP_034148233.1	1192	Chitin_synth_2	1.4000000000000001e-28	2.3e-32	1.4000000000000001e-28	chitin synthase chs-2-like isoform X2 [Esox lucius]
XP_026826954.1	1634	Chitin_synth_2	1.4000000000000001e-28	0.00038	2.4	chitin synthase chs-2 [Ooceraea biroi]
XP_022329203.1	1626	Chitin_synth_2	1.5000000000000002e-28	2.5e-29	1.5999999999999998e-25	uncharacterized protein LOC111128079 isoform X2 [Crassostrea virginica]
XP_022329308.1	1701	Chitin_synth_2	1.7000000000000003e-28	2.7e-29	1.7e-25	uncharacterized protein LOC111128135 [Crassostrea virginica]
XP_022329308.1	1701	Chitin_synth_2	1.7000000000000003e-28	0.068	430.0	uncharacterized protein LOC111128135 [Crassostrea virginica]
XP_038212848.1	1522	Chitin_synth_2	1.7000000000000003e-28	1.2e-28	7.2999999999999995e-25	chitin synthase chs-2-like [Zerene cesonia]
XP_022329201.1	1702	Chitin_synth_2	1.8000000000000002e-28	0.085	540.0	uncharacterized protein LOC111128079 isoform X1 [Crassostrea virginica]
XP_012526631.1	1566	Chitin_synth_2	1.9000000000000003e-28	1.1e-26	6.8e-23	chitin synthase chs-2 [Monomorium pharaonis]
XP_041740501.1	853	Chitin_synth_2	2.1e-28	0.021	130.0	chitin synthase chs-1-like [Coregonus clupeaformis]
XP_042362933.1	1281	Chitin_synth_2	2.1e-28	0.04	260.0	chitin synthase chs-2-like [Plectropomus leopardus]
XP_036945343.1	726	Chitin_synth_2	2.2000000000000004e-28	5.9e-28	3.7e-24	chitin synthase chs-1-like [Acanthopagrus latus]
XP_011157245.1	1567	Chitin_synth_2	2.2000000000000004e-28	6.9e-27	4.3e-23	chitin synthase chs-2 isoform X2 [Solenopsis invicta]
XP_018604742.2	1245	Chitin_synth_2	2.5e-28	2.1e-26	1.3e-22	chitin synthase-like [Scleropages formosus]
XP_026727307.1	1535	Chitin_synth_2	2.6000000000000004e-28	1.5000000000000002e-28	9.7e-25	chitin synthase chs-2-like [Trichoplusia ni]
XP_036945247.1	1283	Chitin_synth_2	2.7000000000000003e-28	2.2e-05	0.14	chitin synthase chs-2-like [Acanthopagrus latus]
XP_039594348.1	1239	Chitin_synth_2	2.8000000000000002e-28	2.0000000000000002e-24	1.3e-20	chitin synthase chs-1-like [Polypterus senegalus]
XP_025083193.1	1086	Chitin_synth_2	2.9e-28	7.999999999999999e-30	5.1e-26	LOW QUALITY PROTEIN: uncharacterized protein LOC112557502 [Pomacea canaliculata]
