HAS1	NP_001514.2	NM_001523.4	GCF_009914755.1_T2T-CHM13v2.0_genomic
Has1	NP_032241.1	NM_008215.2	GCF_000001635.27_GRCm39_genomic
Has1	NP_758826.1	NM_172323.2	GCF_015227675.2_mRatBN7.2_genomic
has1.S	NP_001079696.1	NM_001086227.1	GCF_017654675.1_Xenopus_laevis_v10.1_genomic
has1	XP_004541646.3	XM_004541589.4	GCF_000238955.4_M_zebra_UMD2a_genomic
HAS1	XP_005590196.2	XM_005590139.3	GCF_012559485.2_MFA1912RKSv2_genomic
has1	XP_007250872.2	XM_007250810.4	GCF_023375975.1_AstMex3_surface_genomic
HAS1	XP_007491782.1	XM_007491720.1	GCF_000002295.2_MonDom5_genomic
has1	XP_008119992.1	XM_008121785.2	GCF_000090745.1_AnoCar2.0_genomic
has1	XP_008119993.1	XM_008121786.2	GCF_000090745.1_AnoCar2.0_genomic
has1	XP_008119994.1	XM_008121787.2	GCF_000090745.1_AnoCar2.0_genomic
has1	XP_008321789.1	XM_008323567.2	GCF_000523025.1_Cse_v1.0_genomic
has1	XP_008430591.1	XM_008432369.1	GCF_000633615.1_Guppy_female_1.0_MT_genomic
HAS1	XP_010374852.1	XM_010376550.2	GCF_007565055.1_ASM756505v1_genomic
HAS1	XP_010374853.1	XM_010376551.2	GCF_007565055.1_ASM756505v1_genomic
has1	XP_010883308.1	XM_010885006.1	GCF_011004845.1_fEsoLuc1.pri_genomic
HAS1	XP_011288058.3	XM_011289756.4	GCF_018350175.1_F.catus_Fca126_mat1.0_genomic
HAS1	XP_011525186.1	XM_011526884.3	GCF_000001405.40_GRCh38.p14_genomic
HAS1	XP_012641007.1	XM_012785553.2	GCF_000165445.2_Mmur_3.0_genomic
HAS1	XP_012641008.1	XM_012785554.1	GCF_000165445.2_Mmur_3.0_genomic
has1	XP_012673496.1	XM_012818042.3	GCF_900700415.2_Ch_v2.0.2_genomic
HAS1	XP_012785803.2	XM_012930349.2	GCF_014633375.1_OchPri4.0_genomic
HAS1	XP_014980199.2	XM_015124713.2	GCF_003339765.1_Mmul_10_genomic
HAS1	XP_016792225.1	XM_016936736.2	GCF_002880755.1_Clint_PTRv2_genomic
HAS1	XP_016792226.1	XM_016936737.2	GCF_002880755.1_Clint_PTRv2_genomic
HAS1	XP_016792227.1	XM_016936738.2	GCF_002880755.1_Clint_PTRv2_genomic
HAS1	XP_017193766.1	XM_017338277.1	GCF_000003625.3_OryCun2.0_genomic
has1	XP_017295166.2	XM_017439677.2	GCF_001649575.2_ASM164957v2_genomic
has1	XP_017557490.1	XM_017702001.2	GCF_015220715.1_fPygNat1.pri_genomic
HAS1	XP_017918428.1	XM_018062939.1	GCF_001704415.2_ARS1.2_genomic
has1	XP_018587696.2	XM_018732180.2	GCF_900964775.1_fSclFor1.1_genomic
HAS1	XP_018870451.1	XM_019014906.1	GCF_008122165.1_Kamilah_GGO_v0_genomic
HAS1	XP_018870452.1	XM_019014907.1	GCF_008122165.1_Kamilah_GGO_v0_genomic
HAS1	XP_019834315.1	XM_019978756.1	GCF_000247795.1_Bos_indicus_1.0_genomic
Has1	XP_021077230.1	XM_021221571.1	GCF_900095145.1_PAHARI_EIJ_v1.1_genomic
has1	XP_021322342.1	XM_021466667.1	GCF_000002035.6_GRCz11_genomic
HAS1	XP_021536782.1	XM_021681107.2	GCF_002201575.2_ASM220157v2_genomic
has1	XP_022529977.1	XM_022674256.2	GCF_023375975.1_AstMex3_surface_genomic
HAS1	XP_023038493.1	XM_023182725.2	GCF_002776525.4_ASM277652v4_genomic
HAS1	XP_023038494.1	XM_023182726.2	GCF_002776525.4_ASM277652v4_genomic
HAS1	XP_023038495.1	XM_023182727.1	GCF_002776525.4_ASM277652v4_genomic
HAS1	XP_023038497.1	XM_023182729.1	GCF_002776525.4_ASM277652v4_genomic
HAS1	XP_023506090.1	XM_023650322.1	GCF_002863925.1_EquCab3.0_genomic
HAS1	XP_023506091.1	XM_023650323.1	GCF_002863925.1_EquCab3.0_genomic
HAS1	XP_023988156.1	XM_024132388.1	GCF_002837175.2_ASM283717v2_genomic
HAS1	XP_024093292.1	XM_024237524.1	GCF_002880775.1_Susie_PABv2_genomic
HAS1	XP_024093293.1	XM_024237525.1	GCF_002880775.1_Susie_PABv2_genomic
HAS1	XP_024093294.1	XM_024237526.1	GCF_002880775.1_Susie_PABv2_genomic
has1	XP_024123958.1	XM_024268190.2	GCF_002922805.2_ASM292280v2_genomic
has1	XP_024241267.2	XM_024385499.2	GCF_018296145.1_Otsh_v2.0_genomic
HAS1	XP_024834545.1	XM_024978777.1	GCF_002263795.2_ARS-UCD1.3_genomic
HAS1	XP_025125893.3	XM_025270108.3	GCF_019923935.1_NDDB_SH_1_genomic
HAS1	XP_025223901.1	XM_025368116.1	GCF_003255815.1_Tgel_1.0_genomic
HAS1	XP_025223902.1	XM_025368117.1	GCF_003255815.1_Tgel_1.0_genomic
HAS1	XP_025223903.1	XM_025368118.1	GCF_003255815.1_Tgel_1.0_genomic
Has1	XP_026634272.1	XM_026778471.1	GCF_000317375.1_MicOch1.0_genomic
has1	XP_026770086.2	XM_026914285.2	GCF_009078355.1_GENO_Phyp_1.0_genomic
has1	XP_026770087.2	XM_026914286.2	GCF_009078355.1_GENO_Phyp_1.0_genomic
has1	XP_026863083.2	XM_027007282.2	GCF_013358815.1_fEleEle1.pri_genomic
HAS1	XP_027369922.1	XM_027514121.1	GCF_003369695.1_UOA_Brahman_1_genomic
HAS1	XP_027474141.1	XM_027618340.2	GCF_009762305.2_mZalCal1.pri.v2_genomic
HAS1	XP_027474142.1	XM_027618341.2	GCF_009762305.2_mZalCal1.pri.v2_genomic
HAS1	XP_027833278.2	XM_027977477.2	GCF_016772045.1_ARS-UI_Ramb_v2.0_genomic
has1	XP_027865171.1	XM_028009370.1	GCF_001444195.1_X_couchianus-1.0_genomic
HAS1	XP_028385584.1	XM_028529783.2	GCF_004126475.2_mPhyDis1.pri.v3_genomic
has1	XP_028435333.1	XM_028579532.1	GCF_004354835.1_PFLA_1.0_genomic
has1	XP_028435334.1	XM_028579533.1	GCF_004354835.1_PFLA_1.0_genomic
HAS1	XP_028598344.1	XM_028742511.1	GCF_004329235.1_PodMur_1.0_genomic
Has1	XP_028715628.2	XM_028859795.2	GCF_004664715.2_UCI_PerLeu_2.1_genomic
HAS1	XP_028922117.1	XM_029066284.2	GCF_004115215.2_mOrnAna1.pri.v4_genomic
has1	XP_028985707.1	XM_029129874.2	GCF_900634795.3_fBetSpl5.3_genomic
has1	XP_029307152.1	XM_029451292.1	GCF_900634415.1_fCotGob3.1_genomic
Has1	XP_029326726.1	XM_029470866.1	GCF_900094665.1_CAROLI_EIJ_v1.1_genomic
HAS1	XP_029780225.1	XM_029924365.1	GCF_006229205.1_meerkat_22Aug2017_6uvM2_HiC_genomic
has1	XP_029929238.1	XM_030073378.1	GCF_902150065.1_fMyrMur1.1_genomic
has1	XP_029958798.1	XM_030102938.1	GCF_902148845.1_fSalaFa1.1_genomic
HAS1	XP_030155222.1	XM_030299362.1	GCF_007474595.2_mLynCan4.pri.v2_genomic
has1	XP_030226951.1	XM_030371091.1	GCF_902167405.1_gadMor3.0_genomic
HAS1	XP_030399123.1	XM_030543263.1	GCF_007399415.2_rGopEvg1_v1.p_genomic
has1	XP_030606331.1	XM_030750471.1	GCF_007364275.1_fArcCen1_genomic
HAS1	XP_030677036.1	XM_030821176.1	GCF_006542625.1_Asia_NLE_v1_genomic
HAS1	XP_030677038.1	XM_030821178.1	GCF_006542625.1_Asia_NLE_v1_genomic
HAS1	XP_030677039.1	XM_030821179.1	GCF_006542625.1_Asia_NLE_v1_genomic
has1	XP_031154706.1	XM_031298846.2	GCF_008315115.2_SLUC_FBN_1.2_genomic
Has1	XP_031210597.1	XM_031354737.1	GCF_008632895.1_UCSF_Mcou_1_genomic
HAS1	XP_031315093.1	XM_031459233.1	GCF_000803125.2_CamDro3_genomic
HAS1	XP_031790788.1	XM_031934928.1	GCF_002776525.4_ASM277652v4_genomic
HAS1	XP_031819145.1	XM_031963285.1	GCF_902635505.1_mSarHar1.11_genomic
HAS1	XP_032179908.1	XM_032324017.1	GCF_009829155.1_mMusErm1.Pri_genomic
HAS1	XP_032179909.1	XM_032324018.1	GCF_009829155.1_mMusErm1.Pri_genomic
HAS1	XP_032343650.1	XM_032487759.1	GCF_009834535.1_BCGSAC_Cfer_1.0_genomic
HAS1	XP_032343651.1	XM_032487760.1	GCF_009834535.1_BCGSAC_Cfer_1.0_genomic
has1	XP_032374221.1	XM_032518330.1	GCF_008692095.1_UIUC_Espe_1.0_genomic
has1	XP_032374222.1	XM_032518331.1	GCF_008692095.1_UIUC_Espe_1.0_genomic
has1	XP_032374223.1	XM_032518332.1	GCF_008692095.1_UIUC_Espe_1.0_genomic
has1	XP_032411756.1	XM_032555865.1	GCF_003331165.1_Xiphophorus_hellerii-4.1_genomic
HAS1	XP_032468620.1	XM_032612729.1	GCF_008692025.1_mPhoSin1.pri_genomic
Has1	XP_032749030.1	XM_032893139.1	GCF_011064425.1_Rrattus_CSIRO_v1_genomic
HAS1	XP_033014097.1	XM_033158206.1	GCF_009819535.1_rLacAgi1.pri_genomic
has1	XP_033497220.1	XM_033641329.1	GCF_005281545.1_ASM528154v1_genomic
HAS1	XP_033701457.1	XM_033845566.1	GCF_011762595.1_mTurTru1.mat.Y_genomic
has1	XP_033836508.1	XM_033980617.1	GCF_009829125.1_fPerMag1.pri_genomic
has1	XP_033957697.1	XM_034101806.1	GCF_902827115.1_fPseGeo1.1_genomic
has1	XP_033957699.1	XM_034101808.1	GCF_902827115.1_fPseGeo1.1_genomic
has1	XP_034030990.1	XM_034175099.1	GCF_902500255.1_fThaAma1.1_genomic
Has1	XP_034348727.1	XM_034492836.1	GCF_011762505.1_mArvNil1.pat.X_genomic
has1	XP_034410400.1	XM_034554509.1	GCF_009769545.1_fCycLum1.pri_genomic
has1	XP_034467946.1	XM_034612055.1	GCF_009819705.1_fHipHip1.pri_genomic
HAS1	XP_034495014.1	XM_034639123.1	GCF_002007445.2_ASM200744v3_genomic
has1	XP_034553474.1	XM_034697583.1	GCF_009762535.1_fNotCel1.pri_genomic
has1	XP_034553475.1	XM_034697584.1	GCF_009762535.1_fNotCel1.pri_genomic
has1	XP_034731297.1	XM_034875406.1	GCF_013103735.1_CSU_Ecrag_1.0_genomic
has1	XP_034731298.1	XM_034875407.1	GCF_013103735.1_CSU_Ecrag_1.0_genomic
HAS1	XP_034976803.1	XM_035120912.1	GCF_011800845.1_UG_Zviv_1_genomic
HAS1	XP_034976804.1	XM_035120913.1	GCF_011800845.1_UG_Zviv_1_genomic
has1	XP_035018413.1	XM_035162522.1	GCF_022539355.2_HSTE1.2_genomic
HAS1	XP_035139867.1	XM_035283976.1	GCF_009663435.1_Callithrix_jacchus_cj1700_1.1_genomic
HAS1	XP_035139868.1	XM_035283977.1	GCF_009663435.1_Callithrix_jacchus_cj1700_1.1_genomic
has1	XP_035480731.1	XM_035624838.2	GCF_022379125.1_ASM2237912v1_genomic
HAS1	XP_035561789.1	XM_035705896.2	GCF_003254725.2_ASM325472v2_genomic
has1	XP_035607382.1	XM_035751489.1	GCF_012931545.1_Oket_V1_genomic
has1	XP_035862511.1	XM_036006618.1	GCF_008315115.2_SLUC_FBN_1.2_genomic
Has1	XP_036024605.1	XM_036168712.1	GCF_903995425.1_mOncTor1.1_genomic
has1	XP_036071599.1	XM_036215706.1	GCF_002922805.2_ASM292280v2_genomic
has1	XP_036393935.1	XM_036538042.1	GCF_013368585.1_fMegCyp1.pri_genomic
HAS1	XP_036603301.1	XM_036747406.1	GCF_011100635.1_mTriVul1.pri_genomic
HAS1	XP_036697128.1	XM_036841233.1	GCF_009873245.2_mBalMus1.pri.v3_genomic
has1	XP_036929714.1	XM_037073819.1	GCF_904848185.1_fAcaLat1.1_genomic
has1	XP_036929717.1	XM_037073822.1	GCF_904848185.1_fAcaLat1.1_genomic
has1	XP_036929718.1	XM_037073823.1	GCF_904848185.1_fAcaLat1.1_genomic
has1	XP_036929719.1	XM_037073824.1	GCF_904848185.1_fAcaLat1.1_genomic
has1	XP_036929720.1	XM_037073825.1	GCF_904848185.1_fAcaLat1.1_genomic
has1	XP_036929721.1	XM_037073826.1	GCF_904848185.1_fAcaLat1.1_genomic
has1	XP_037130275.1	XM_037274380.1	GCF_901709675.1_fSynAcu1.2_genomic
has1	XP_037532295.1	XM_037676367.1	GCF_014905685.2_NemWhi1_genomic
has1	XP_037641707.1	XM_037785779.1	GCF_015220745.1_fSebUmb1.pri_genomic
HAS1	XP_037675853.1	XM_037819925.1	GCF_015220235.1_mChoDid1.pri_genomic
HAS1	XP_037675854.1	XM_037819926.1	GCF_015220235.1_mChoDid1.pri_genomic
HAS1	XP_037675855.1	XM_037819927.1	GCF_015220235.1_mChoDid1.pri_genomic
HAS1	XP_037675856.1	XM_037819928.1	GCF_015220235.1_mChoDid1.pri_genomic
HAS1	XP_037675857.1	XM_037819929.1	GCF_015220235.1_mChoDid1.pri_genomic
HAS1	XP_038511972.1	XM_038656044.1	GCF_014441545.1_ROS_Cfam_1.0_genomic
HAS1	XP_038511973.1	XM_038656045.1	GCF_014441545.1_ROS_Cfam_1.0_genomic
HAS1	XP_038623440.1	XM_038767512.1	GCF_015852505.1_mTacAcu1.pri_genomic
Has1	XP_038958527.1	XM_039102599.1	GCF_015227675.2_mRatBN7.2_genomic
HAS1	XP_039368944.1	XM_039513010.1	GCF_016161935.1_ASM1616193v1_genomic
has1	XP_039661377.1	XM_039805443.1	GCF_010015445.1_GENO_Pfluv_1.0_genomic
has1	XP_039972926.1	XM_040116992.1	GCF_016859285.1_ASM1685928v1_genomic
has1	XP_040022276.1	XM_040166342.1	GCF_016920845.1_GAculeatus_UGA_version5_genomic
Has1	XP_040135785.1	XM_040279851.1	GCF_016881025.1_HiC_Itri_2_genomic
HAS1	XP_040276394.1	XM_040420460.1	GCF_905171765.1_aBufBuf1.1_genomic
has1	XP_040899757.1	XM_041043823.1	GCF_017976425.1_fToxJac2.pri_genomic
has1	XP_041082772.1	XM_041226838.1	GCF_017654505.1_ASM1765450v1_genomic
HAS1	XP_041600503.1	XM_041744569.1	GCF_018345385.1_ASM1834538v1_genomic
has1	XP_041649286.1	XM_041793352.1	GCF_018320785.1_ASM1832078v1_genomic
has1	XP_041758533.1	XM_041902599.1	GCF_020615455.1_ASM2061545v1_genomic
has1	XP_041798864.1	XM_041942930.1	GCF_017976325.1_fCheRos1.pri_genomic
has1	XP_041844222.1	XM_041988288.1	GCF_017639745.1_fMelBoe1.pri_genomic
Has1	XP_041911504.1	XM_042055570.1	GCF_903992535.2_mArvAmp1.2_genomic
has1	XP_041962087.1	XM_042106153.1	GCF_018492685.1_fAloSap1.pri_genomic
has1	XP_041962088.1	XM_042106154.1	GCF_018492685.1_fAloSap1.pri_genomic
Has1	XP_042124624.1	XM_042268690.1	GCF_003704035.1_HU_Pman_2.1.3_genomic
has1	XP_042279381.1	XM_042423447.1	GCF_910596095.1_fThuMac1.1_genomic
has1	XP_042279382.1	XM_042423448.1	GCF_910596095.1_fThuMac1.1_genomic
has1	XP_042279383.1	XM_042423449.1	GCF_910596095.1_fThuMac1.1_genomic
HAS1	XP_042297181.1	XM_042441247.1	GCF_019175285.1_SceUnd_v1.1_genomic
has1	XP_042346456.1	XM_042490522.1	GCF_008729295.1_YSFRI_Pleo_2.0_genomic
has1	XP_042596912.1	XM_042740978.1	GCF_018340385.1_ASM1834038v1_genomic
HAS1	XP_042702449.1	XM_042846515.1	GCF_000241765.4_Chrysemys_picta_BioNano-3.0.4_genomic
HAS1	XP_042776256.1	XM_042920322.1	GCF_018350215.1_P.leo_Ple1_pat1.1_genomic
HAS1	XP_042826282.1	XM_042970348.1	GCF_018350195.1_P.tigris_Pti1_mat1.1_genomic
has1	XP_043116303.1	XM_043260368.1	GCF_018831695.1_ASM1883169v1_genomic
HAS1	XP_043291865.1	XM_043435930.1	GCF_019320065.1_ASM1932006v1_genomic
HAS1	XP_043456148.1	XM_043600213.1	GCF_016509475.1_Fcat_Pben_1.1_paternal_pri_genomic
HAS1	XP_043456149.1	XM_043600214.1	GCF_016509475.1_Fcat_Pben_1.1_paternal_pri_genomic
HAS1	XP_043755976.1	XM_043900041.1	GCF_910594005.1_mCerEla1.1_genomic
HAS1	XP_043852178.1	XM_043996243.1	GCF_019393635.1_mDroGli1.pri_genomic
has1	XP_043889879.1	XM_044033944.1	GCF_019176455.1_IFAPA_SoseM_1_genomic
has1	XP_043973409.1	XM_044117474.1	GCF_019740435.1_SWU_Gaff_1.0_genomic
has1	XP_044063611.1	XM_044207676.1	GCF_020085105.1_ASM2008510v1_genomic
HAS1	XP_044112625.1	XM_044256690.1	GCF_020171115.1_ASM_NN_V1_genomic
HAS1	XP_044138578.1	XM_044282643.1	GCF_014858855.1_ASM1485885v1_genomic
has1	XP_044214627.1	XM_044358692.1	GCF_914725855.1_fThuAlb1.1_genomic
has1	XP_044214628.1	XM_044358693.1	GCF_914725855.1_fThuAlb1.1_genomic
has1	XP_044214629.1	XM_044358694.1	GCF_914725855.1_fThuAlb1.1_genomic
HAS1	XP_044524445.1	XM_044668510.1	GCF_016433145.1_AgileGrace_genomic
HAS1	XP_044615694.1	XM_044759759.1	GCF_016077325.2_ASM1607732v2_genomic
HAS1	XP_044847558.1	XM_044991623.1	GCF_020497125.1_ASM2049712v1_genomic
HAS2_1	NP_990137.2	NM_204806.3	GCF_016700215.2_bGalGal1.pat.whiteleghornlayer.GRCg7w_genomic
Has2_2	XP_027287481.1	XM_027431680.2	GCF_003668045.3_CriGri-PICRH-1.0_genomic
HAS2_4	XP_038285573.1	XM_038429645.1	GCF_000002285.5_Dog10K_Boxer_Tasha_genomic
HAS2_4	XP_038285577.1	XM_038429649.1	GCF_000002285.5_Dog10K_Boxer_Tasha_genomic
has2.L	XP_018123734.1	XM_018268245.2	GCF_017654675.1_Xenopus_laevis_v10.1_genomic
HAS2	NP_001075270.1	NM_001081801.2	GCF_002863925.1_EquCab3.0_genomic
HAS2	NP_001075479.1	NM_001082010.1	GCF_000003625.3_OryCun2.0_genomic
has2	NP_001120557.1	NM_001127085.1	GCF_000004195.4_UCB_Xtro_10.0_genomic
HAS2	NP_005319.1	NM_005328.3	GCF_000001405.40_GRCh38.p14_genomic
HAS2	NP_005319.1	NM_005328.3	GCF_009914755.1_T2T-CHM13v2.0_genomic
Has2	NP_032242.3	NM_008216.3	GCF_000001635.27_GRCm39_genomic
Has2	NP_037285.1	NM_013153.2	GCF_015227675.2_mRatBN7.2_genomic
has2	NP_705936.1	NM_153650.2	GCF_000002035.6_GRCz11_genomic
HAS2	NP_776504.2	NM_174079.3	GCF_002263795.2_ARS-UCD1.3_genomic
HAS2	NP_990137.2	NM_204806.3	GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b_genomic
has2.S	NP_001083837.1	NM_001090368.1	GCF_017654675.1_Xenopus_laevis_v10.1_genomic
HAS2	XP_001098841.1	XM_001098841.4	GCF_003339765.1_Mmul_10_genomic
HAS2	XP_001370289.1	XM_001370252.3	GCF_000002295.2_MonDom5_genomic
HAS2	XP_002200498.1	XM_002200462.6	GCF_003957565.2_bTaeGut1.4.pri_genomic
HAS2	XP_002759314.1	XM_002759268.5	GCF_009663435.1_Callithrix_jacchus_cj1700_1.1_genomic
HAS2	XP_003205319.2	XM_003205271.4	GCF_000146605.3_Turkey_5.1_genomic
HAS2	XP_003256212.1	XM_003256164.4	GCF_006542625.1_Asia_NLE_v1_genomic
has2	XP_003443743.1	XM_003443695.5	GCF_001858045.2_O_niloticus_UMD_NMBU_genomic
HAS2	XP_003760405.1	XM_003760357.2	GCF_902635505.1_mSarHar1.11_genomic
HAS2	XP_004000138.1	XM_004000089.5	GCF_018350175.1_F.catus_Fca126_mat1.0_genomic
