XP_033830810.1	433	Chitin_synth_2	1.2e-31	64	296	0.79	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-2-like_[Periophthalmus_magnuspinnatus]
XP_033830810.1	433	Chitin_synth_2	1.2e-31	311	413	0.63	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-2-like_[Periophthalmus_magnuspinnatus]
XP_035446236.1	1511	Chitin_synth_2	1.5e-31	724	952	0.87	chitin_synthase_chs-2-like_isoform_X2_[Spodoptera_frugiperda]
XP_035446236.1	1511	Chitin_synth_2	1.5e-31	943	1076	0.70	chitin_synthase_chs-2-like_isoform_X2_[Spodoptera_frugiperda]
XP_035446235.1	1524	Chitin_synth_2	1.5e-31	724	952	0.87	chitin_synthase_chs-2-like_isoform_X1_[Spodoptera_frugiperda]
XP_035446235.1	1524	Chitin_synth_2	1.5e-31	943	1076	0.70	chitin_synthase_chs-2-like_isoform_X1_[Spodoptera_frugiperda]
XP_035445780.1	1527	Chitin_synth_2	1.5e-31	724	952	0.87	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-2-like_[Spodoptera_frugiperda]
XP_035445780.1	1527	Chitin_synth_2	1.5e-31	943	1076	0.70	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-2-like_[Spodoptera_frugiperda]
XP_022324974.1	716	Chitin_synth_2	1.5e-31	90	496	0.67	chitin_synthase_1-like_isoform_X1_[Crassostrea_virginica]
XP_022324974.1	716	Chitin_synth_2	1.5e-31	503	602	0.73	chitin_synthase_1-like_isoform_X1_[Crassostrea_virginica]
XP_023200185.1	821	Chitin_synth_2	1.9e-31	177	421	0.80	uncharacterized_protein_LOC102222640_[Xiphophorus_maculatus]
XP_023200185.1	821	Chitin_synth_2	1.9e-31	431	534	0.61	uncharacterized_protein_LOC102222640_[Xiphophorus_maculatus]
XP_027142389.1	1168	Chitin_synth_2	3.4e-31	528	752	0.84	chitin_synthase_[Larimichthys_crocea]
XP_027142389.1	1168	Chitin_synth_2	3.4e-31	782	862	0.66	chitin_synthase_[Larimichthys_crocea]
XP_032437311.1	1287	Chitin_synth_2	5.3e-31	612	889	0.77	chitin_synthase_chs-2-like_[Xiphophorus_hellerii]
XP_032437311.1	1287	Chitin_synth_2	5.3e-31	898	995	0.66	chitin_synthase_chs-2-like_[Xiphophorus_hellerii]
XP_041064420.1	1218	Chitin_synth_2	5.4e-31	612	867	0.82	chitin_synthase_chs-2-like_isoform_X2_[Carcharodon_carcharias]
XP_041064420.1	1218	Chitin_synth_2	5.4e-31	913	1004	0.68	chitin_synthase_chs-2-like_isoform_X2_[Carcharodon_carcharias]
XP_041064410.1	1231	Chitin_synth_2	5.5e-31	612	867	0.82	chitin_synthase_chs-2-like_isoform_X1_[Carcharodon_carcharias]
XP_041064410.1	1231	Chitin_synth_2	5.5e-31	913	1004	0.68	chitin_synthase_chs-2-like_isoform_X1_[Carcharodon_carcharias]
XP_041064429.1	1173	Chitin_synth_2	5.5e-31	554	810	0.83	chitin_synthase_chs-2-like_isoform_X3_[Carcharodon_carcharias]
XP_041064429.1	1173	Chitin_synth_2	5.5e-31	855	947	0.68	chitin_synthase_chs-2-like_isoform_X3_[Carcharodon_carcharias]
XP_041811237.1	1282	Chitin_synth_2	9e-31	653	884	0.84	chitin_synthase_chs-2-like_[Chelmon_rostratus]
XP_041811237.1	1282	Chitin_synth_2	9e-31	898	995	0.62	chitin_synthase_chs-2-like_[Chelmon_rostratus]
XP_034400735.1	675	Chitin_synth_2	9.3e-31	39	276	0.80	chitin_synthase_chs-2-like_isoform_X2_[Cyclopterus_lumpus]
XP_034400735.1	675	Chitin_synth_2	9.3e-31	287	394	0.58	chitin_synthase_chs-2-like_isoform_X2_[Cyclopterus_lumpus]
XP_034400734.1	821	Chitin_synth_2	1.1e-30	180	429	0.82	chitin_synthase_chs-2-like_isoform_X1_[Cyclopterus_lumpus]
XP_034400734.1	821	Chitin_synth_2	1.1e-30	433	540	0.57	chitin_synthase_chs-2-like_isoform_X1_[Cyclopterus_lumpus]
XP_037908007.1	1482	Chitin_synth_2	1.1e-30	708	919	0.78	chitin_synthase_chs-2_[Hermetia_illucens]
XP_037908007.1	1482	Chitin_synth_2	1.1e-30	929	1056	0.61	chitin_synthase_chs-2_[Hermetia_illucens]
XP_043674157.1	1559	Chitin_synth_2	1.1e-30	735	966	0.75	chitin_synthase_chs-2_isoform_X4_[Vespula_pensylvanica]
XP_043674157.1	1559	Chitin_synth_2	1.1e-30	954	1091	0.78	chitin_synthase_chs-2_isoform_X4_[Vespula_pensylvanica]
XP_043674167.1	1568	Chitin_synth_2	1.1e-30	744	975	0.75	chitin_synthase_chs-2_isoform_X5_[Vespula_pensylvanica]
XP_043674167.1	1568	Chitin_synth_2	1.1e-30	963	1100	0.78	chitin_synthase_chs-2_isoform_X5_[Vespula_pensylvanica]
XP_043674130.1	1568	Chitin_synth_2	1.1e-30	744	975	0.75	chitin_synthase_chs-2_isoform_X1_[Vespula_pensylvanica]
XP_043674130.1	1568	Chitin_synth_2	1.1e-30	963	1100	0.78	chitin_synthase_chs-2_isoform_X1_[Vespula_pensylvanica]
XP_023201081.1	1084	Chitin_synth_2	1.4e-30	476	753	0.79	uncharacterized_protein_LOC102222895_[Xiphophorus_maculatus]
XP_023201081.1	1084	Chitin_synth_2	1.4e-30	763	858	0.68	uncharacterized_protein_LOC102222895_[Xiphophorus_maculatus]
XP_034321523.1	1292	Chitin_synth_2	1.5e-30	598	854	0.82	chitin_synthase_chs-2_isoform_X2_[Crassostrea_gigas]
XP_034321523.1	1292	Chitin_synth_2	1.5e-30	873	984	0.69	chitin_synthase_chs-2_isoform_X2_[Crassostrea_gigas]
XP_034321522.1	1333	Chitin_synth_2	1.7e-30	639	895	0.82	chitin_synthase_chs-2_isoform_X1_[Crassostrea_gigas]
XP_034321522.1	1333	Chitin_synth_2	1.7e-30	914	1025	0.69	chitin_synthase_chs-2_isoform_X1_[Crassostrea_gigas]
XP_035476930.1	938	Chitin_synth_2	2.1e-30	299	513	0.85	chitin_synthase_chs-2-like_[Scophthalmus_maximus]
XP_035476930.1	938	Chitin_synth_2	2.1e-30	544	653	0.68	chitin_synthase_chs-2-like_[Scophthalmus_maximus]
XP_034304244.1	1419	Chitin_synth_2	2.2e-30	803	1091	0.78	uncharacterized_protein_LOC105344892_[Crassostrea_gigas]
XP_044028431.1	1281	Chitin_synth_2	2.4e-30	608	881	0.74	chitin_synthase_chs-1-like_[Siniperca_chuatsi]
XP_044028431.1	1281	Chitin_synth_2	2.4e-30	900	1002	0.63	chitin_synthase_chs-1-like_[Siniperca_chuatsi]
XP_037651888.1	1289	Chitin_synth_2	2.7e-30	656	894	0.83	chitin_synthase_chs-2-like_[Sebastes_umbrosus]
XP_037651888.1	1289	Chitin_synth_2	2.7e-30	907	1025	0.67	chitin_synthase_chs-2-like_[Sebastes_umbrosus]
XP_028975709.2	778	Chitin_synth_2	2.7e-30	328	557	0.80	chitin_synthase_chs-2-like_[Esox_lucius]
XP_028975709.2	778	Chitin_synth_2	2.7e-30	596	679	0.69	chitin_synthase_chs-2-like_[Esox_lucius]
XP_028453063.1	671	Chitin_synth_2	2.9e-30	54	285	0.83	chitin_synthase-like_[Perca_flavescens]
XP_028453063.1	671	Chitin_synth_2	2.9e-30	309	390	0.59	chitin_synthase-like_[Perca_flavescens]
XP_037297644.1	1525	Chitin_synth_2	3.4e-30	720	954	0.81	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-2_[Manduca_sexta]
XP_037297644.1	1525	Chitin_synth_2	3.4e-30	941	1073	0.67	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-2_[Manduca_sexta]
XP_039977871.1	1296	Chitin_synth_2	3.5e-30	675	906	0.81	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-1-like_[Xiphias_gladius]
XP_039977871.1	1296	Chitin_synth_2	3.5e-30	935	1018	0.63	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-1-like_[Xiphias_gladius]
XP_037866580.1	1529	Chitin_synth_2	3.8e-30	724	976	0.77	chitin_synthase_chs-2_[Bombyx_mori]
XP_037866580.1	1529	Chitin_synth_2	3.8e-30	966	1087	0.65	chitin_synthase_chs-2_[Bombyx_mori]
XP_037866581.1	1529	Chitin_synth_2	3.8e-30	724	976	0.77	chitin_synthase_chs-2_[Bombyx_mori]
XP_037866581.1	1529	Chitin_synth_2	3.8e-30	966	1087	0.65	chitin_synthase_chs-2_[Bombyx_mori]
XP_022325550.1	729	Chitin_synth_2	4.2e-30	268	551	0.80	LOW_QUALITY_PROTEIN:_chitin_synthase_2-like_[Crassostrea_virginica]
XP_022325550.1	729	Chitin_synth_2	4.2e-30	565	668	0.68	LOW_QUALITY_PROTEIN:_chitin_synthase_2-like_[Crassostrea_virginica]
XP_040909387.1	1284	Chitin_synth_2	4.5e-30	653	886	0.83	chitin_synthase_chs-1-like_[Toxotes_jaculatrix]
XP_040909387.1	1284	Chitin_synth_2	4.5e-30	899	996	0.67	chitin_synthase_chs-1-like_[Toxotes_jaculatrix]
XP_041867369.1	694	Chitin_synth_2	4.7e-30	252	486	0.81	chitin_synthase_chs-2-like_[Melanotaenia_boesemani]
XP_041867369.1	694	Chitin_synth_2	4.7e-30	504	599	0.60	chitin_synthase_chs-2-like_[Melanotaenia_boesemani]
XP_022537287.1	623	Chitin_synth_2	5.3e-30	67	349	0.84	chitin_synthase_2-like_partial_[Astyanax_mexicanus]
XP_022537287.1	623	Chitin_synth_2	5.3e-30	366	449	0.74	chitin_synthase_2-like_partial_[Astyanax_mexicanus]
XP_033731956.1	1391	Chitin_synth_2	6e-30	661	883	0.84	chitin_synthase_chs-2-like_isoform_X2_[Pecten_maximus]
XP_033731956.1	1391	Chitin_synth_2	6e-30	910	1015	0.74	chitin_synthase_chs-2-like_isoform_X2_[Pecten_maximus]
XP_044020426.1	1591	Chitin_synth_2	6.1e-30	751	1013	0.77	chitin_synthase_chs-2_isoform_X1_[Aphidius_gifuensis]
XP_044020426.1	1591	Chitin_synth_2	6.1e-30	1043	1115	0.69	chitin_synthase_chs-2_isoform_X1_[Aphidius_gifuensis]
XP_044020427.1	1590	Chitin_synth_2	6.1e-30	751	1013	0.77	chitin_synthase_chs-2_isoform_X2_[Aphidius_gifuensis]
XP_044020427.1	1590	Chitin_synth_2	6.1e-30	1043	1115	0.69	chitin_synthase_chs-2_isoform_X2_[Aphidius_gifuensis]
XP_033731955.1	1407	Chitin_synth_2	6.2e-30	661	883	0.84	chitin_synthase_chs-2-like_isoform_X1_[Pecten_maximus]
XP_033731955.1	1407	Chitin_synth_2	6.2e-30	910	1015	0.74	chitin_synthase_chs-2-like_isoform_X1_[Pecten_maximus]
XP_035688090.1	1354	Chitin_synth_2	6.8e-30	514	772	0.80	chitin_synthase_chs-1-like_[Branchiostoma_floridae]
XP_035688090.1	1354	Chitin_synth_2	6.8e-30	906	992	0.84	chitin_synthase_chs-1-like_[Branchiostoma_floridae]
XP_029637692.1	2151	Chitin_synth_2	7.2e-30	1392	1680	0.78	chitin_synthase_chs-1-like_[Octopus_vulgaris]
XP_029637692.1	2151	Chitin_synth_2	7.2e-30	1666	1779	0.76	chitin_synthase_chs-1-like_[Octopus_vulgaris]
XP_029023555.1	1280	Chitin_synth_2	7.6e-30	654	886	0.80	chitin_synthase_chs-2-like_[Betta_splendens]
XP_029023555.1	1280	Chitin_synth_2	7.6e-30	902	1002	0.69	chitin_synthase_chs-2-like_[Betta_splendens]
XP_042292064.1	1281	Chitin_synth_2	9.6e-30	656	919	0.80	chitin_synthase_chs-2-like_[Thunnus_maccoyii]
XP_042292064.1	1281	Chitin_synth_2	9.6e-30	902	1025	0.62	chitin_synthase_chs-2-like_[Thunnus_maccoyii]
XP_034400723.1	1273	Chitin_synth_2	1.2e-29	653	894	0.80	chitin_synthase_chs-1-like_[Cyclopterus_lumpus]
XP_034400723.1	1273	Chitin_synth_2	1.2e-29	933	1001	0.62	chitin_synthase_chs-1-like_[Cyclopterus_lumpus]
XP_034304238.1	1594	Chitin_synth_2	1.2e-29	811	1064	0.75	chitin_synthase_chs-2_isoform_X1_[Crassostrea_gigas]
XP_034304238.1	1594	Chitin_synth_2	1.2e-29	1089	1191	0.72	chitin_synthase_chs-2_isoform_X1_[Crassostrea_gigas]
XP_036366078.1	2117	Chitin_synth_2	1.3e-29	1446	1701	0.88	chitin_synthase_chs-1-like_[Octopus_vulgaris]
XP_036366078.1	2117	Chitin_synth_2	1.3e-29	1687	1796	0.69	chitin_synthase_chs-1-like_[Octopus_vulgaris]
XP_044192390.1	684	Chitin_synth_2	1.6e-29	56	317	0.77	chitin_synthase_chs-1-like_[Thunnus_albacares]
XP_044192390.1	684	Chitin_synth_2	1.6e-29	306	396	0.61	chitin_synthase_chs-1-like_[Thunnus_albacares]
XP_029023432.2	1069	Chitin_synth_2	1.7e-29	518	751	0.80	chitin_synthase_chs-2-like_[Betta_splendens]
XP_029023432.2	1069	Chitin_synth_2	1.7e-29	765	866	0.61	chitin_synthase_chs-2-like_[Betta_splendens]
XP_041976405.1	1522	Chitin_synth_2	1.9e-29	724	949	0.81	chitin_synthase_chs-2-like_[Aricia_agestis]
XP_041976405.1	1522	Chitin_synth_2	1.9e-29	939	1076	0.70	chitin_synthase_chs-2-like_[Aricia_agestis]
XP_041867372.1	728	Chitin_synth_2	2e-29	275	550	0.74	chitin_synthase_chs-2-like_[Melanotaenia_boesemani]
XP_041867372.1	728	Chitin_synth_2	2e-29	564	663	0.66	chitin_synthase_chs-2-like_[Melanotaenia_boesemani]
XP_034324491.1	1488	Chitin_synth_2	2.3e-29	821	1058	0.73	chitin_synthase_chs-2-like_[Crassostrea_gigas]
XP_034324491.1	1488	Chitin_synth_2	2.3e-29	1049	1173	0.69	chitin_synthase_chs-2-like_[Crassostrea_gigas]
XP_042292066.1	1258	Chitin_synth_2	2.3e-29	629	899	0.80	chitin_synthase_chs-1-like_[Thunnus_maccoyii]
XP_042292066.1	1258	Chitin_synth_2	2.3e-29	881	975	0.62	chitin_synthase_chs-1-like_[Thunnus_maccoyii]
XP_044192391.1	1189	Chitin_synth_2	2.6e-29	561	826	0.79	chitin_synthase-like_[Thunnus_albacares]
XP_044192391.1	1189	Chitin_synth_2	2.6e-29	811	900	0.61	chitin_synthase-like_[Thunnus_albacares]
XP_042292065.1	1173	Chitin_synth_2	2.9e-29	545	810	0.81	chitin_synthase_chs-1-like_[Thunnus_maccoyii]
XP_042292065.1	1173	Chitin_synth_2	2.9e-29	793	884	0.62	chitin_synthase_chs-1-like_[Thunnus_maccoyii]
XP_043993753.1	1114	Chitin_synth_2	3e-29	656	888	0.83	chitin_synthase_chs-2-like_[Gambusia_affinis]
XP_043993753.1	1114	Chitin_synth_2	3e-29	901	1025	0.58	chitin_synthase_chs-2-like_[Gambusia_affinis]
XP_028453056.1	655	Chitin_synth_2	3.4e-29	28	249	0.82	chitin_synthase-like_[Perca_flavescens]
XP_028453056.1	655	Chitin_synth_2	3.4e-29	280	369	0.61	chitin_synthase-like_[Perca_flavescens]
XP_031150652.1	692	Chitin_synth_2	3.4e-29	64	287	0.84	chitin_synthase_chs-2-like_[Sander_lucioperca]
XP_031150652.1	692	Chitin_synth_2	3.4e-29	305	403	0.65	chitin_synthase_chs-2-like_[Sander_lucioperca]
NP_001034491.1	1558	Chitin_synth_2	4.1e-29	729	959	0.76	chitin_synthase_1_[Tribolium_castaneum]
NP_001034491.1	1558	Chitin_synth_2	4.1e-29	961	1086	0.74	chitin_synthase_1_[Tribolium_castaneum]
XP_008194188.1	1558	Chitin_synth_2	4.1e-29	729	959	0.76	PREDICTED:_chitin_synthase_1_isoform_X1_[Tribolium_castaneum]
XP_008194188.1	1558	Chitin_synth_2	4.1e-29	961	1086	0.74	PREDICTED:_chitin_synthase_1_isoform_X1_[Tribolium_castaneum]
XP_034456199.1	1281	Chitin_synth_2	4.2e-29	629	861	0.83	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-2-like_[Hippoglossus_hippoglossus]
XP_034456199.1	1281	Chitin_synth_2	4.2e-29	886	965	0.66	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-2-like_[Hippoglossus_hippoglossus]
XP_044580779.1	1550	Chitin_synth_2	4.5e-29	735	980	0.76	chitin_synthase_chs-2_isoform_X2_[Cotesia_glomerata]
XP_044580779.1	1550	Chitin_synth_2	4.5e-29	973	1094	0.71	chitin_synthase_chs-2_isoform_X2_[Cotesia_glomerata]
XP_044580778.1	1550	Chitin_synth_2	4.6e-29	735	980	0.76	chitin_synthase_chs-2_isoform_X1_[Cotesia_glomerata]
XP_044580778.1	1550	Chitin_synth_2	4.6e-29	973	1094	0.71	chitin_synthase_chs-2_isoform_X1_[Cotesia_glomerata]
XP_043674148.1	1568	Chitin_synth_2	4.7e-29	744	992	0.74	chitin_synthase_chs-2_isoform_X3_[Vespula_pensylvanica]
XP_043674148.1	1568	Chitin_synth_2	4.7e-29	976	1101	0.78	chitin_synthase_chs-2_isoform_X3_[Vespula_pensylvanica]
XP_043674138.1	1568	Chitin_synth_2	4.8e-29	744	992	0.74	chitin_synthase_chs-2_isoform_X2_[Vespula_pensylvanica]
XP_043674138.1	1568	Chitin_synth_2	4.8e-29	976	1101	0.78	chitin_synthase_chs-2_isoform_X2_[Vespula_pensylvanica]
XP_026299522.1	1572	Chitin_synth_2	5.1e-29	748	951	0.75	chitin_synthase_chs-2_isoform_X6_[Apis_mellifera]
XP_026299522.1	1572	Chitin_synth_2	5.1e-29	968	1102	0.62	chitin_synthase_chs-2_isoform_X6_[Apis_mellifera]
XP_016770737.1	1574	Chitin_synth_2	5.2e-29	748	951	0.75	chitin_synthase_chs-2_isoform_X2_[Apis_mellifera]
XP_016770737.1	1574	Chitin_synth_2	5.2e-29	968	1102	0.62	chitin_synthase_chs-2_isoform_X2_[Apis_mellifera]
XP_041372214.1	2045	Chitin_synth_2	5.6e-29	1565	1790	0.78	uncharacterized_protein_LOC121385560_isoform_X3_[Gigantopelta_aegis]
XP_041372214.1	2045	Chitin_synth_2	5.6e-29	1808	1903	0.73	uncharacterized_protein_LOC121385560_isoform_X3_[Gigantopelta_aegis]
XP_041372215.1	2045	Chitin_synth_2	5.6e-29	1565	1790	0.78	uncharacterized_protein_LOC121385560_isoform_X3_[Gigantopelta_aegis]
XP_041372215.1	2045	Chitin_synth_2	5.6e-29	1808	1903	0.73	uncharacterized_protein_LOC121385560_isoform_X3_[Gigantopelta_aegis]
XP_044192392.1	960	Chitin_synth_2	5.7e-29	587	866	0.76	chitin_synthase_chs-2-like_[Thunnus_albacares]
XP_044192392.1	960	Chitin_synth_2	5.7e-29	847	936	0.65	chitin_synthase_chs-2-like_[Thunnus_albacares]
XP_030002395.1	1304	Chitin_synth_2	5.7e-29	654	887	0.79	chitin_synthase_chs-2-like_[Sphaeramia_orbicularis]
XP_030002395.1	1304	Chitin_synth_2	5.7e-29	902	997	0.62	chitin_synthase_chs-2-like_[Sphaeramia_orbicularis]
XP_041372213.1	2078	Chitin_synth_2	5.8e-29	1598	1823	0.78	uncharacterized_protein_LOC121385560_isoform_X2_[Gigantopelta_aegis]
XP_041372213.1	2078	Chitin_synth_2	5.8e-29	1841	1936	0.73	uncharacterized_protein_LOC121385560_isoform_X2_[Gigantopelta_aegis]
XP_041372212.1	2079	Chitin_synth_2	5.8e-29	1599	1824	0.78	uncharacterized_protein_LOC121385560_isoform_X1_[Gigantopelta_aegis]
XP_041372212.1	2079	Chitin_synth_2	5.8e-29	1842	1937	0.73	uncharacterized_protein_LOC121385560_isoform_X1_[Gigantopelta_aegis]
XP_039765061.1	1541	Chitin_synth_2	5.8e-29	725	964	0.78	chitin_synthase_chs-2-like_[Pararge_aegeria]
